Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology (GO)	Gene Ontology (molecular function)	Subcellular location [CC]
Q8VCE6	reviewed	NT5M_MOUSE	5'(3')-deoxyribonucleotidase, mitochondrial (5',3'-nucleotidase, mitochondrial) (EC 3.1.3.-) (Deoxy-5'-nucleotidase 2) (dNT-2)	Nt5m Dnt2	Mus musculus (Mouse)	220	mitochondrion [GO:0005739]	dUMP catabolic process [GO:0046079]; pyrimidine deoxyribonucleotide catabolic process [GO:0009223]	mitochondrion [GO:0005739]; 5'-nucleotidase activity [GO:0008253]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; dUMP catabolic process [GO:0046079]; pyrimidine deoxyribonucleotide catabolic process [GO:0009223]	5'-nucleotidase activity [GO:0008253]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.
Q8VE96	reviewed	S35F6_MOUSE	Solute carrier family 35 member F6 (ANT2-binding protein) (ANT2BP) (Transport and Golgi organization 9 homolog)	Slc35f6	Mus musculus (Mouse)	372	cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]	negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway [GO:1901029]; positive regulation of cell population proliferation [GO:0008284]	cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; transmembrane transporter activity [GO:0022857]; negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway [GO:1901029]; positive regulation of cell population proliferation [GO:0008284]	transmembrane transporter activity [GO:0022857]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}. Lysosome membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q8VED8	reviewed	MTFR2_MOUSE	Mitochondrial fission regulator 2 (DUF729 domain-containing protein 1)	Mtfr2 Dufd1 Fam54a	Mus musculus (Mouse)	361	mitochondrion [GO:0005739]	aerobic respiration [GO:0009060]; mitochondrial fission [GO:0000266]; mitochondrion organization [GO:0007005]	mitochondrion [GO:0005739]; aerobic respiration [GO:0009060]; mitochondrial fission [GO:0000266]; mitochondrion organization [GO:0007005]		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:20568109}. Note=Associated with membranes.
Q8VEM8	reviewed	S25A3_MOUSE	Solute carrier family 25 member 3 (Phosphate carrier protein, mitochondrial) (Phosphate transport protein) (PTP)	Slc25a3	Mus musculus (Mouse)	357	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]	mitochondrial phosphate ion transmembrane transport [GO:1990547]; phosphate ion transmembrane transport [GO:0035435]	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]; inorganic phosphate transmembrane transporter activity [GO:0005315]; phosphate:proton symporter activity [GO:0015317]; protein-containing complex binding [GO:0044877]; mitochondrial phosphate ion transmembrane transport [GO:1990547]; phosphate ion transmembrane transport [GO:0035435]	inorganic phosphate transmembrane transporter activity [GO:0005315]; phosphate:proton symporter activity [GO:0015317]; protein-containing complex binding [GO:0044877]	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P12234}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P12234}.
Q91VM9	reviewed	IPYR2_MOUSE	Inorganic pyrophosphatase 2, mitochondrial (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase 2) (PPase 2)	Ppa2	Mus musculus (Mouse)	330	mitochondrion [GO:0005739]; synapse [GO:0045202]	diphosphate metabolic process [GO:0071344]; phosphate-containing compound metabolic process [GO:0006796]; regulation of mitochondrial membrane potential [GO:0051881]	mitochondrion [GO:0005739]; synapse [GO:0045202]; inorganic diphosphate phosphatase activity [GO:0004427]; magnesium ion binding [GO:0000287]; protein serine/threonine phosphatase activity [GO:0004722]; diphosphate metabolic process [GO:0071344]; phosphate-containing compound metabolic process [GO:0006796]; regulation of mitochondrial membrane potential [GO:0051881]	inorganic diphosphate phosphatase activity [GO:0004427]; magnesium ion binding [GO:0000287]; protein serine/threonine phosphatase activity [GO:0004722]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q9H2U2}.
Q91VN4	reviewed	MIC25_MOUSE	MICOS complex subunit Mic25 (Coiled-coil-helix-coiled-coil-helix domain-containing protein 6)	Chchd6 Mic25	Mus musculus (Mouse)	273	cytosol [GO:0005829]; MICOS complex [GO:0061617]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]	cristae formation [GO:0042407]; DNA damage response [GO:0006974]	cytosol [GO:0005829]; MICOS complex [GO:0061617]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; cristae formation [GO:0042407]; DNA damage response [GO:0006974]		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q9BRQ6}; Lipid-anchor {ECO:0000250|UniProtKB:Q9BRQ6}. Mitochondrion {ECO:0000250|UniProtKB:Q9BRQ6}.
Q91VR2	reviewed	ATPG_MOUSE	ATP synthase subunit gamma, mitochondrial (ATP synthase F1 subunit gamma) (F-ATPase gamma subunit)	Atp5f1c Atp5c1	Mus musculus (Mouse)	298	mitochondrial inner membrane [GO:0005743]; mitochondrial proton-transporting ATP synthase complex [GO:0005753]; mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1) [GO:0000275]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]	ATP metabolic process [GO:0046034]; proton motive force-driven ATP synthesis [GO:0015986]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]	mitochondrial inner membrane [GO:0005743]; mitochondrial proton-transporting ATP synthase complex [GO:0005753]; mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1) [GO:0000275]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP hydrolysis activity [GO:0016887]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; ATP metabolic process [GO:0046034]; proton motive force-driven ATP synthesis [GO:0015986]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]	ATP hydrolysis activity [GO:0016887]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P05631}; Peripheral membrane protein {ECO:0000250|UniProtKB:P05631}; Matrix side {ECO:0000250|UniProtKB:P05631}.
Q91WG3	reviewed	TRUB2_MOUSE	Pseudouridylate synthase TRUB2, mitochondrial (EC 5.4.99.-) (TruB pseudouridine synthase homolog 2) (tRNA pseudouridine 55 synthase TRUB2) (Psi55 synthase TRUB2) (EC 5.4.99.25)	Trub2	Mus musculus (Mouse)	331	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; ribonucleoprotein granule [GO:0035770]	mRNA processing [GO:0006397]; mRNA pseudouridine synthesis [GO:1990481]; positive regulation of mitochondrial translation [GO:0070131]; tRNA processing [GO:0008033]	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; ribonucleoprotein granule [GO:0035770]; pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]; mRNA pseudouridine synthesis [GO:1990481]; positive regulation of mitochondrial translation [GO:0070131]; tRNA processing [GO:0008033]	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:O95900}. Note=Localizes to mitochondrial RNA granules, platforms for post-transcriptional RNA modification and ribosome assembly. {ECO:0000250|UniProtKB:O95900}.
Q91XE0	reviewed	GLYAT_MOUSE	Glycine N-acyltransferase (EC 2.3.1.13) (Acyl-CoA:glycine N-acyltransferase) (AAc) (Aralkyl acyl-CoA N-acyltransferase) (Aralkyl acyl-CoA:amino acid N-acyltransferase) (Benzoyl-coenzyme A:glycine N-acyltransferase) (Glycine N-benzoyltransferase) (EC 2.3.1.71)	Glyat	Mus musculus (Mouse)	296	mitochondrion [GO:0005739]	benzoyl-CoA metabolic process [GO:1901787]; glycine metabolic process [GO:0006544]; monocarboxylic acid metabolic process [GO:0032787]; response to toxic substance [GO:0009636]	mitochondrion [GO:0005739]; glycine N-acyltransferase activity [GO:0047961]; glycine N-benzoyltransferase activity [GO:0047962]; benzoyl-CoA metabolic process [GO:1901787]; glycine metabolic process [GO:0006544]; monocarboxylic acid metabolic process [GO:0032787]; response to toxic substance [GO:0009636]	glycine N-acyltransferase activity [GO:0047961]; glycine N-benzoyltransferase activity [GO:0047962]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q6IB77}.
Q91YJ5	reviewed	IF2M_MOUSE	Translation initiation factor IF-2, mitochondrial (IF-2(Mt)) (IF-2Mt) (IF2(mt))	Mtif2	Mus musculus (Mouse)	727	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]	mitochondrial translational initiation [GO:0070124]; ribosome disassembly [GO:0032790]	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; ribosomal small subunit binding [GO:0043024]; translation factor activity, RNA binding [GO:0008135]; translation initiation factor activity [GO:0003743]; mitochondrial translational initiation [GO:0070124]; ribosome disassembly [GO:0032790]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; ribosomal small subunit binding [GO:0043024]; translation factor activity, RNA binding [GO:0008135]; translation initiation factor activity [GO:0003743]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.
Q91YM4	reviewed	FAKD4_MOUSE	FAST kinase domain-containing protein 4 (Protein TBRG4) (Transforming growth factor beta regulator 4)	Tbrg4 Kiaa0948	Mus musculus (Mouse)	630	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; ribonucleoprotein granule [GO:0035770]	mitochondrial mRNA processing [GO:0090615]; mitochondrial RNA processing [GO:0000963]; mRNA metabolic process [GO:0016071]; regulation of mitochondrial mRNA stability [GO:0044528]	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; ribonucleoprotein granule [GO:0035770]; RNA binding [GO:0003723]; mitochondrial mRNA processing [GO:0090615]; mitochondrial RNA processing [GO:0000963]; mRNA metabolic process [GO:0016071]; regulation of mitochondrial mRNA stability [GO:0044528]	RNA binding [GO:0003723]	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:Q969Z0}.
Q91Z50	unreviewed	Q91Z50_MOUSE	Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (Flap structure-specific endonuclease 1)	Fen1 FEN1	Mus musculus (Mouse)	380	chromosome, telomeric region [GO:0000781]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; protein-containing complex [GO:0032991]	base-excision repair [GO:0006284]; DNA replication, removal of RNA primer [GO:0043137]; memory [GO:0007613]; positive regulation of sister chromatid cohesion [GO:0045876]	chromosome, telomeric region [GO:0000781]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; protein-containing complex [GO:0032991]; 5'-3' exonuclease activity [GO:0008409]; 5'-flap endonuclease activity [GO:0017108]; DNA binding [GO:0003677]; magnesium ion binding [GO:0000287]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; base-excision repair [GO:0006284]; DNA replication, removal of RNA primer [GO:0043137]; memory [GO:0007613]; positive regulation of sister chromatid cohesion [GO:0045876]	5'-3' exonuclease activity [GO:0008409]; 5'-flap endonuclease activity [GO:0017108]; DNA binding [GO:0003677]; magnesium ion binding [GO:0000287]; RNA-DNA hybrid ribonuclease activity [GO:0004523]	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000256|HAMAP-Rule:MF_03140}. Nucleus, nucleoplasm {ECO:0000256|HAMAP-Rule:MF_03140}. Mitochondrion {ECO:0000256|HAMAP-Rule:MF_03140}. Note=Resides mostly in the nucleoli and relocalizes to the nucleoplasm upon DNA damage. {ECO:0000256|HAMAP-Rule:MF_03140}.
Q921N7	reviewed	TMM70_MOUSE	Transmembrane protein 70, mitochondrial	Tmem70	Mus musculus (Mouse)	253	mitochondrial crista [GO:0030061]; mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]	mitochondrial proton-transporting ATP synthase complex assembly [GO:0033615]; protein complex oligomerization [GO:0051259]; protein homooligomerization [GO:0051260]	mitochondrial crista [GO:0030061]; mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; mitochondrial proton-transporting ATP synthase complex binding [GO:0140260]; mitochondrial proton-transporting ATP synthase complex assembly [GO:0033615]; protein complex oligomerization [GO:0051259]; protein homooligomerization [GO:0051260]	mitochondrial proton-transporting ATP synthase complex binding [GO:0140260]	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q9BUB7}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q9BUB7}. Note=Mostly located within the inner cristae membrane. {ECO:0000250|UniProtKB:Q9BUB7}.
Q922E6	reviewed	FAKD2_MOUSE	FAST kinase domain-containing protein 2, mitochondrial	Fastkd2	Mus musculus (Mouse)	689	mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; ribonucleoprotein granule [GO:0035770]	apoptotic process [GO:0006915]; mitochondrial large ribosomal subunit assembly [GO:1902775]; mitochondrial RNA processing [GO:0000963]; mitochondrial translation [GO:0032543]; positive regulation of mitochondrial translation [GO:0070131]; regulation of mitochondrial mRNA stability [GO:0044528]; RNA processing [GO:0006396]	mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; ribonucleoprotein granule [GO:0035770]; RNA binding [GO:0003723]; rRNA binding [GO:0019843]; apoptotic process [GO:0006915]; mitochondrial large ribosomal subunit assembly [GO:1902775]; mitochondrial RNA processing [GO:0000963]; mitochondrial translation [GO:0032543]; positive regulation of mitochondrial translation [GO:0070131]; regulation of mitochondrial mRNA stability [GO:0044528]; RNA processing [GO:0006396]	RNA binding [GO:0003723]; rRNA binding [GO:0019843]	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:Q9NYY8}. Mitochondrion matrix, mitochondrion nucleoid {ECO:0000250|UniProtKB:Q9NYY8}. Note=Localizes to mitochondrial RNA granules found in close proximity to the mitochondrial nucleoids. {ECO:0000250|UniProtKB:Q9NYY8}.
Q922H2	reviewed	PDK3_MOUSE	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 3)	Pdk3	Mus musculus (Mouse)	415	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]	cellular response to fatty acid [GO:0071398]; cellular response to glucose stimulus [GO:0071333]; glucose metabolic process [GO:0006006]; hypoxia-inducible factor-1alpha signaling pathway [GO:0097411]; peptidyl-serine phosphorylation [GO:0018105]; peroxisome proliferator activated receptor signaling pathway [GO:0035357]; protein phosphorylation [GO:0006468]; regulation of acetyl-CoA biosynthetic process from pyruvate [GO:0010510]; regulation of glucose metabolic process [GO:0010906]; regulation of reactive oxygen species metabolic process [GO:2000377]	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; pyruvate dehydrogenase (acetyl-transferring) kinase activity [GO:0004740]; cellular response to fatty acid [GO:0071398]; cellular response to glucose stimulus [GO:0071333]; glucose metabolic process [GO:0006006]; hypoxia-inducible factor-1alpha signaling pathway [GO:0097411]; peptidyl-serine phosphorylation [GO:0018105]; peroxisome proliferator activated receptor signaling pathway [GO:0035357]; protein phosphorylation [GO:0006468]; regulation of acetyl-CoA biosynthetic process from pyruvate [GO:0010510]; regulation of glucose metabolic process [GO:0010906]; regulation of reactive oxygen species metabolic process [GO:2000377]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; pyruvate dehydrogenase (acetyl-transferring) kinase activity [GO:0004740]	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250}.
Q922Q1	reviewed	MARC2_MOUSE	Mitochondrial amidoxime reducing component 2 (mARC2) (EC 1.7.-.-) (Molybdenum cofactor sulfurase C-terminal domain-containing protein 2) (MOSC domain-containing protein 2) (Moco sulfurase C-terminal domain-containing protein 2)	Mtarc2 Marc2 Mg87 Mosc2	Mus musculus (Mouse)	338	mitochondrial inner membrane [GO:0005743]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; peroxisome [GO:0005777]	cellular detoxification of nitrogen compound [GO:0070458]; nitrate metabolic process [GO:0042126]; nitric oxide biosynthetic process [GO:0006809]	mitochondrial inner membrane [GO:0005743]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; peroxisome [GO:0005777]; molybdenum ion binding [GO:0030151]; molybdopterin cofactor binding [GO:0043546]; nitrate reductase activity [GO:0008940]; nitrite reductase activity [GO:0098809]; oxidoreductase activity, acting on other nitrogenous compounds as donors [GO:0016661]; pyridoxal phosphate binding [GO:0030170]; cellular detoxification of nitrogen compound [GO:0070458]; nitrate metabolic process [GO:0042126]; nitric oxide biosynthetic process [GO:0006809]	molybdenum ion binding [GO:0030151]; molybdopterin cofactor binding [GO:0043546]; nitrate reductase activity [GO:0008940]; nitrite reductase activity [GO:0098809]; oxidoreductase activity, acting on other nitrogenous compounds as donors [GO:0016661]; pyridoxal phosphate binding [GO:0030170]	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250|UniProtKB:P0C2C3}; Peripheral membrane protein {ECO:0000250|UniProtKB:P0C2C3}. Peroxisome {ECO:0000269|PubMed:17768142}.
Q922Q4	reviewed	P5CR2_MOUSE	Pyrroline-5-carboxylate reductase 2 (P5C reductase 2) (P5CR 2) (EC 1.5.1.2)	Pycr2	Mus musculus (Mouse)	320	mitochondrion [GO:0005739]	cellular response to oxidative stress [GO:0034599]; L-proline biosynthetic process [GO:0055129]; proline biosynthetic process [GO:0006561]	mitochondrion [GO:0005739]; pyrroline-5-carboxylate reductase activity [GO:0004735]; cellular response to oxidative stress [GO:0034599]; L-proline biosynthetic process [GO:0055129]; proline biosynthetic process [GO:0006561]	pyrroline-5-carboxylate reductase activity [GO:0004735]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q96C36}. Mitochondrion {ECO:0000250|UniProtKB:Q96C36}.
Q922W5	reviewed	P5CR1_MOUSE	Pyrroline-5-carboxylate reductase 1, mitochondrial (P5C reductase 1) (P5CR 1) (EC 1.5.1.2)	Pycr1	Mus musculus (Mouse)	309	mitochondrion [GO:0005739]	cellular response to oxidative stress [GO:0034599]; L-proline biosynthetic process [GO:0055129]; negative regulation of hydrogen peroxide-induced cell death [GO:1903206]; proline biosynthetic process [GO:0006561]; regulation of mitochondrial membrane potential [GO:0051881]	mitochondrion [GO:0005739]; identical protein binding [GO:0042802]; pyrroline-5-carboxylate reductase activity [GO:0004735]; cellular response to oxidative stress [GO:0034599]; L-proline biosynthetic process [GO:0055129]; negative regulation of hydrogen peroxide-induced cell death [GO:1903206]; proline biosynthetic process [GO:0006561]; regulation of mitochondrial membrane potential [GO:0051881]	identical protein binding [GO:0042802]; pyrroline-5-carboxylate reductase activity [GO:0004735]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:P32322}.
Q923Q2	reviewed	STA13_MOUSE	StAR-related lipid transfer protein 13 (START domain-containing protein 13) (StARD13)	Stard13	Mus musculus (Mouse)	1113	lipid droplet [GO:0005811]; mitochondrial membrane [GO:0031966]	actin cytoskeleton organization [GO:0030036]; cell cycle [GO:0007049]; endothelial cell migration [GO:0043542]; endothelial tube lumen extension [GO:0097498]; negative regulation of cell migration involved in sprouting angiogenesis [GO:0090051]; negative regulation of sprouting angiogenesis [GO:1903671]; regulation of Rho protein signal transduction [GO:0035023]; signal transduction [GO:0007165]	lipid droplet [GO:0005811]; mitochondrial membrane [GO:0031966]; GTPase activator activity [GO:0005096]; lipid binding [GO:0008289]; actin cytoskeleton organization [GO:0030036]; cell cycle [GO:0007049]; endothelial cell migration [GO:0043542]; endothelial tube lumen extension [GO:0097498]; negative regulation of cell migration involved in sprouting angiogenesis [GO:0090051]; negative regulation of sprouting angiogenesis [GO:1903671]; regulation of Rho protein signal transduction [GO:0035023]; signal transduction [GO:0007165]	GTPase activator activity [GO:0005096]; lipid binding [GO:0008289]	SUBCELLULAR LOCATION: Cytoplasm. Membrane; Peripheral membrane protein; Cytoplasmic side. Mitochondrion membrane; Peripheral membrane protein; Cytoplasmic side. Lipid droplet {ECO:0000250}.
Q923Z3	reviewed	MTO1_MOUSE	Protein MTO1 homolog, mitochondrial	Mto1	Mus musculus (Mouse)	669	cytosol [GO:0005829]; mitochondrion [GO:0005739]	mitochondrial tRNA wobble uridine modification [GO:0070899]; tRNA methylation [GO:0030488]; tRNA wobble uridine modification [GO:0002098]	cytosol [GO:0005829]; mitochondrion [GO:0005739]; flavin adenine dinucleotide binding [GO:0050660]; mitochondrial tRNA wobble uridine modification [GO:0070899]; tRNA methylation [GO:0030488]; tRNA wobble uridine modification [GO:0002098]	flavin adenine dinucleotide binding [GO:0050660]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14522080}.
Q924D0	reviewed	RT4I1_MOUSE	Reticulon-4-interacting protein 1, mitochondrial (NOGO-interacting mitochondrial protein)	Rtn4ip1 Nimp	Mus musculus (Mouse)	396	mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]	nervous system development [GO:0007399]; regulation of dendrite development [GO:0050773]	mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270]; nervous system development [GO:0007399]; regulation of dendrite development [GO:0050773]	oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:12067236}. Mitochondrion outer membrane {ECO:0000250|UniProtKB:Q8WWV3}. Note=Colocalizes with the endoplasmic reticulum HSPA5 at spots corresponding to contacts with mitochondria. {ECO:0000250|UniProtKB:Q8WWV3}.
Q924X2	reviewed	CPT1B_MOUSE	Carnitine O-palmitoyltransferase 1, muscle isoform (CPT1-M) (EC 2.3.1.21) (Carnitine O-palmitoyltransferase I, muscle isoform) (CPT I) (CPTI-M) (Carnitine palmitoyltransferase 1B)	Cpt1b	Mus musculus (Mouse)	772	intracellular membrane-bounded organelle [GO:0043231]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]	carnitine metabolic process [GO:0009437]; fatty acid beta-oxidation [GO:0006635]; fatty acid metabolic process [GO:0006631]; long-chain fatty acid transport [GO:0015909]; response to blue light [GO:0009637]	intracellular membrane-bounded organelle [GO:0043231]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; carnitine O-palmitoyltransferase activity [GO:0004095]; carnitine metabolic process [GO:0009437]; fatty acid beta-oxidation [GO:0006635]; fatty acid metabolic process [GO:0006631]; long-chain fatty acid transport [GO:0015909]; response to blue light [GO:0009637]	carnitine O-palmitoyltransferase activity [GO:0004095]	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250|UniProtKB:Q92523}; Multi-pass membrane protein {ECO:0000255}.
Q925N0	reviewed	SFXN5_MOUSE	Sideroflexin-5	Sfxn5	Mus musculus (Mouse)	342	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]	amino acid transport [GO:0006865]; citrate transport [GO:0015746]; mitochondrial transmembrane transport [GO:1990542]; positive regulation of cold-induced thermogenesis [GO:0120162]	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; citrate transmembrane transporter activity [GO:0015137]; monoatomic ion transmembrane transporter activity [GO:0015075]; amino acid transport [GO:0006865]; citrate transport [GO:0015746]; mitochondrial transmembrane transport [GO:1990542]; positive regulation of cold-induced thermogenesis [GO:0120162]	citrate transmembrane transporter activity [GO:0015137]; monoatomic ion transmembrane transporter activity [GO:0015075]	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:36334589}; Multi-pass membrane protein {ECO:0000255}.
Q99LC5	reviewed	ETFA_MOUSE	Electron transfer flavoprotein subunit alpha, mitochondrial (Alpha-ETF)	Etfa	Mus musculus (Mouse)	333	electron transfer flavoprotein complex [GO:0045251]; mitochondrial electron transfer flavoprotein complex [GO:0017133]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]	amino acid catabolic process [GO:0009063]; fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]; respiratory electron transport chain [GO:0022904]	electron transfer flavoprotein complex [GO:0045251]; mitochondrial electron transfer flavoprotein complex [GO:0017133]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity [GO:0016491]; amino acid catabolic process [GO:0009063]; fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]; respiratory electron transport chain [GO:0022904]	electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity [GO:0016491]	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:P13804}.
Q99LP6	reviewed	GRPE1_MOUSE	GrpE protein homolog 1, mitochondrial (Mt-GrpE#1)	Grpel1	Mus musculus (Mouse)	217	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; PAM complex, Tim23 associated import motor [GO:0001405]	protein folding [GO:0006457]; protein import into mitochondrial matrix [GO:0030150]	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; PAM complex, Tim23 associated import motor [GO:0001405]; adenyl-nucleotide exchange factor activity [GO:0000774]; ATPase activator activity [GO:0001671]; ATPase binding [GO:0051117]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; protein-folding chaperone binding [GO:0051087]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457]; protein import into mitochondrial matrix [GO:0030150]	adenyl-nucleotide exchange factor activity [GO:0000774]; ATPase activator activity [GO:0001671]; ATPase binding [GO:0051117]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; protein-folding chaperone binding [GO:0051087]; unfolded protein binding [GO:0051082]	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250}.
