"","Entry","From","Reviewed","Entry.Name","Protein.names","Gene.Names","Organism","Length","Gene.Ontology..biological.process.","Gene.Ontology..cellular.component.","Gene.Ontology..GO.","Gene.Ontology..molecular.function.","X.1","NegControl.1","NegControl.2","INT.1","INT.2","INT.3","INT.4","POS.1","POS.2","POS.3","POS.4","pvalue","imputed_log2FC","imputed_Pvalue","imputed_adjPvalue","X","log10pvalue","diffexpressed","unpacked"
"710","P84078","P84078","reviewed","ARF1_MOUSE","ADP-ribosylation factor 1 (EC 3.6.5.2)","Arf1","Mus musculus (Mouse)",181,"actin filament organization [GO:0007015]; cellular copper ion homeostasis [GO:0006878]; cellular response to virus [GO:0098586]; dendritic spine organization [GO:0097061]; Golgi to transport vesicle transport [GO:0055108]; intracellular protein transport [GO:0006886]; long-term synaptic depression [GO:0060292]; lysosomal membrane organization [GO:0097212]; mitotic cleavage furrow ingression [GO:1990386]; positive regulation of calcium ion-dependent exocytosis [GO:0045956]; positive regulation of dendritic spine development [GO:0060999]; positive regulation of endocytosis [GO:0045807]; positive regulation of ER to Golgi vesicle-mediated transport [GO:1902953]; positive regulation of late endosome to lysosome transport [GO:1902824]; positive regulation of protein secretion [GO:0050714]; positive regulation of sodium ion transmembrane transport [GO:1902307]; postsynaptic actin cytoskeleton organization [GO:0098974]; protein transport [GO:0015031]; regulation of Arp2/3 complex-mediated actin nucleation [GO:0034315]; regulation of phospholipid metabolic process [GO:1903725]; regulation of receptor internalization [GO:0002090]; synaptic vesicle budding [GO:0070142]; very-low-density lipoprotein particle assembly [GO:0034379]; vesicle-mediated transport [GO:0016192]","cell leading edge [GO:0031252]; COPI-coated vesicle [GO:0030137]; cytosol [GO:0005829]; endomembrane system [GO:0012505]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; late endosome [GO:0005770]; neuron projection [GO:0043005]; peroxisomal membrane [GO:0005778]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; protein-containing complex [GO:0032991]; sarcomere [GO:0030017]; trans-Golgi network [GO:0005802]","cell leading edge [GO:0031252]; COPI-coated vesicle [GO:0030137]; cytosol [GO:0005829]; endomembrane system [GO:0012505]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; late endosome [GO:0005770]; neuron projection [GO:0043005]; peroxisomal membrane [GO:0005778]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; protein-containing complex [GO:0032991]; sarcomere [GO:0030017]; trans-Golgi network [GO:0005802]; GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; magnesium ion binding [GO:0000287]; phospholipase D activator activity [GO:1990583]; protein domain specific binding [GO:0019904]; actin filament organization [GO:0007015]; cellular copper ion homeostasis [GO:0006878]; cellular response to virus [GO:0098586]; dendritic spine organization [GO:0097061]; Golgi to transport vesicle transport [GO:0055108]; intracellular protein transport [GO:0006886]; long-term synaptic depression [GO:0060292]; lysosomal membrane organization [GO:0097212]; mitotic cleavage furrow ingression [GO:1990386]; positive regulation of calcium ion-dependent exocytosis [GO:0045956]; positive regulation of dendritic spine development [GO:0060999]; positive regulation of endocytosis [GO:0045807]; positive regulation of ER to Golgi vesicle-mediated transport [GO:1902953]; positive regulation of late endosome to lysosome transport [GO:1902824]; positive regulation of protein secretion [GO:0050714]; positive regulation of sodium ion transmembrane transport [GO:1902307]; postsynaptic actin cytoskeleton organization [GO:0098974]; protein transport [GO:0015031]; regulation of Arp2/3 complex-mediated actin nucleation [GO:0034315]; regulation of phospholipid metabolic process [GO:1903725]; regulation of receptor internalization [GO:0002090]; synaptic vesicle budding [GO:0070142]; very-low-density lipoprotein particle assembly [GO:0034379]; vesicle-mediated transport [GO:0016192]","GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; magnesium ion binding [GO:0000287]; phospholipase D activator activity [GO:1990583]; protein domain specific binding [GO:0019904]",471,16.95287772,16.22515094,17.88118567,18.58398623,17.93841951,18.309503,17.462678,18.73343908,18.35569521,17.76610181,0.776882168,-0.098795075,0.776882168,0.876951478,NA,1.09644846923712,"NS","P84078"
"711","P84084","P84084","reviewed","ARF5_MOUSE","ADP-ribosylation factor 5","Arf5","Mus musculus (Mouse)",180,"intracellular protein transport [GO:0006886]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; vesicle-mediated transport [GO:0016192]","cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]","cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; intracellular protein transport [GO:0006886]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; vesicle-mediated transport [GO:0016192]","GTP binding [GO:0005525]; GTPase activity [GO:0003924]",145,16.43259083,14.64723355,16.52058799,16.84107288,17.02355945,16.99169898,16.4530616,17.60030495,17.40132954,17.65508345,0.356278966,0.433215057,0.356278966,0.600552963,NA,4.48209816772705,"NS","P84084"
"712","P84091","P84091","reviewed","AP2M1_MOUSE","AP-2 complex subunit mu (AP-2 mu chain) (Adaptor protein complex AP-2 subunit mu) (Adaptor-related protein complex 2 subunit mu) (Clathrin assembly protein complex 2 mu medium chain) (Clathrin coat assembly protein AP50) (Clathrin coat-associated protein AP50) (Mu2-adaptin) (Plasma membrane adaptor AP-2 50 kDa protein)","Ap2m1 Clapm1","Mus musculus (Mouse)",435,"clathrin-dependent endocytosis [GO:0072583]; endocytosis [GO:0006897]; intracellular protein transport [GO:0006886]; negative regulation of protein localization to plasma membrane [GO:1903077]; positive regulation of receptor internalization [GO:0002092]; positive regulation of synaptic vesicle endocytosis [GO:1900244]; postsynaptic neurotransmitter receptor internalization [GO:0098884]; protein-containing complex assembly [GO:0065003]; receptor internalization [GO:0031623]; regulation of vesicle size [GO:0097494]; synaptic vesicle endocytosis [GO:0048488]; vesicle budding from membrane [GO:0006900]; vesicle-mediated transport [GO:0016192]","AP-2 adaptor complex [GO:0030122]; clathrin-coated pit [GO:0005905]; cytoplasmic side of plasma membrane [GO:0009898]; cytoplasmic vesicle [GO:0031410]; extrinsic component of presynaptic endocytic zone membrane [GO:0098894]; glutamatergic synapse [GO:0098978]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; secretory granule [GO:0030141]; synapse [GO:0045202]","AP-2 adaptor complex [GO:0030122]; clathrin-coated pit [GO:0005905]; cytoplasmic side of plasma membrane [GO:0009898]; cytoplasmic vesicle [GO:0031410]; extrinsic component of presynaptic endocytic zone membrane [GO:0098894]; glutamatergic synapse [GO:0098978]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; secretory granule [GO:0030141]; synapse [GO:0045202]; clathrin adaptor activity [GO:0035615]; disordered domain specific binding [GO:0097718]; lipid binding [GO:0008289]; low-density lipoprotein particle receptor binding [GO:0050750]; signal sequence binding [GO:0005048]; transmembrane transporter binding [GO:0044325]; clathrin-dependent endocytosis [GO:0072583]; endocytosis [GO:0006897]; intracellular protein transport [GO:0006886]; negative regulation of protein localization to plasma membrane [GO:1903077]; positive regulation of receptor internalization [GO:0002092]; positive regulation of synaptic vesicle endocytosis [GO:1900244]; postsynaptic neurotransmitter receptor internalization [GO:0098884]; protein-containing complex assembly [GO:0065003]; receptor internalization [GO:0031623]; regulation of vesicle size [GO:0097494]; synaptic vesicle endocytosis [GO:0048488]; vesicle budding from membrane [GO:0006900]; vesicle-mediated transport [GO:0016192]","clathrin adaptor activity [GO:0035615]; disordered domain specific binding [GO:0097718]; lipid binding [GO:0008289]; low-density lipoprotein particle receptor binding [GO:0050750]; signal sequence binding [GO:0005048]; transmembrane transporter binding [GO:0044325]",236,14.97883649,14.05870255,15.63120548,16.16820201,15.97411839,15.84874466,15.25285756,16.52048057,16.26238903,16.3815881,0.572157206,0.19876118,0.572157206,0.760698406,NA,2.42484627993659,"NS","P84091"
"713","P84096","P84096","reviewed","RHOG_MOUSE","Rho-related GTP-binding protein RhoG (Sid 10750)","Rhog Arhg Sid10750","Mus musculus (Mouse)",191,"actin cytoskeleton organization [GO:0030036]; actin filament organization [GO:0007015]; activation of GTPase activity [GO:0090630]; cell chemotaxis [GO:0060326]; cell projection assembly [GO:0030031]; cortical cytoskeleton organization [GO:0030865]; engulfment of apoptotic cell [GO:0043652]; establishment or maintenance of cell polarity [GO:0007163]; motor neuron axon guidance [GO:0008045]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of protein localization to plasma membrane [GO:1903078]; Rac protein signal transduction [GO:0016601]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of cell shape [GO:0008360]; regulation of neutrophil migration [GO:1902622]; regulation of ruffle assembly [GO:1900027]; Rho protein signal transduction [GO:0007266]","cell cortex [GO:0005938]; cell projection [GO:0042995]; cytoplasmic vesicle [GO:0031410]; cytoskeleton [GO:0005856]; plasma membrane [GO:0005886]","cell cortex [GO:0005938]; cell projection [GO:0042995]; cytoplasmic vesicle [GO:0031410]; cytoskeleton [GO:0005856]; plasma membrane [GO:0005886]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; protein kinase binding [GO:0019901]; actin cytoskeleton organization [GO:0030036]; actin filament organization [GO:0007015]; activation of GTPase activity [GO:0090630]; cell chemotaxis [GO:0060326]; cell projection assembly [GO:0030031]; cortical cytoskeleton organization [GO:0030865]; engulfment of apoptotic cell [GO:0043652]; establishment or maintenance of cell polarity [GO:0007163]; motor neuron axon guidance [GO:0008045]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of protein localization to plasma membrane [GO:1903078]; Rac protein signal transduction [GO:0016601]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of cell shape [GO:0008360]; regulation of neutrophil migration [GO:1902622]; regulation of ruffle assembly [GO:1900027]; Rho protein signal transduction [GO:0007266]","GTP binding [GO:0005525]; GTPase activity [GO:0003924]; protein kinase binding [GO:0019901]",98,14.07377793,13.2857385,15.18517704,15.40433914,15.00558118,15.03916781,15.20927874,16.25152963,15.71580092,15.85846882,0.056207614,0.600203233,0.056207614,0.241612081,NA,12.5020485001443,"NS","P84096"
"714","P84099","P84099","reviewed","RL19_MOUSE","60S ribosomal protein L19","Rpl19","Mus musculus (Mouse)",196,"cytoplasmic translation [GO:0002181]; translation [GO:0006412]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; nucleolus [GO:0005730]; polysomal ribosome [GO:0042788]; synapse [GO:0045202]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; nucleolus [GO:0005730]; polysomal ribosome [GO:0042788]; synapse [GO:0045202]; 5.8S rRNA binding [GO:1990932]; large ribosomal subunit rRNA binding [GO:0070180]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; translation [GO:0006412]","5.8S rRNA binding [GO:1990932]; large ribosomal subunit rRNA binding [GO:0070180]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]",498,14.02901595,13.75791832,16.24865613,16.6734887,16.32740304,16.11866815,15.53309959,16.6910888,16.0551925,16.61071514,0.679734971,-0.119529997,0.679734971,0.822292392,NA,1.67660385923507,"NS","P84099"
"715","P84104","P84104","reviewed","SRSF3_MOUSE","Serine/arginine-rich splicing factor 3 (Pre-mRNA-splicing factor SRP20) (Protein X16) (Splicing factor, arginine/serine-rich 3)","Srsf3 Sfrs3 Srp20 X16","Mus musculus (Mouse)",164,"cellular response to leukemia inhibitory factor [GO:1990830]; insulin receptor signaling pathway [GO:0008286]; mRNA export from nucleus [GO:0006406]; mRNA splicing, via spliceosome [GO:0000398]; primary miRNA processing [GO:0031053]; regulation of mRNA splicing, via spliceosome [GO:0048024]; RNA splicing [GO:0008380]","cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleus [GO:0005634]","cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; phospholipase binding [GO:0043274]; primary miRNA binding [GO:0070878]; RNA binding [GO:0003723]; sequence-specific mRNA binding [GO:1990825]; cellular response to leukemia inhibitory factor [GO:1990830]; insulin receptor signaling pathway [GO:0008286]; mRNA export from nucleus [GO:0006406]; mRNA splicing, via spliceosome [GO:0000398]; primary miRNA processing [GO:0031053]; regulation of mRNA splicing, via spliceosome [GO:0048024]; RNA splicing [GO:0008380]","phospholipase binding [GO:0043274]; primary miRNA binding [GO:0070878]; RNA binding [GO:0003723]; sequence-specific mRNA binding [GO:1990825]",348,13.68671937,12.70247574,15.50236566,16.78762203,15.68392668,16.21536236,15.35954368,16.57188593,16.00022012,16.41790195,0.925165791,0.040068738,0.925165791,0.962806894,NA,0.337804341100226,"NS","P84104"
"717","P84228","P84228","reviewed","H32_MOUSE","Histone H3.2 (H3-clustered histone 13) (H3-clustered histone 14) (H3-clustered histone 15) (H3-clustered histone 2) (H3-clustered histone 3) (H3-clustered histone 4) (H3-clustered histone 6) (H3-clustered histone 7)","H3c2 H3-53 H3.2 H3b Hist1h3b; H3c3 H3-143 Hist1h3c; H3c4 H3-B Hist1h3d; H3c6 H3-F Hist1h3e; H3c7 H3.2-221 H3f Hist1h3f; H3c13 H3.2-616 Hist2h3b; H3c14 H3.2-615 Hist2h3c1 Hist2h3ca1; H3c15 H3.2-614 Hist2h3c2 Hist2h3ca2","Mus musculus (Mouse)",136,"epigenetic regulation of gene expression [GO:0040029]; gene expression [GO:0010467]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nucleosome assembly [GO:0006334]; stem cell population maintenance [GO:0019827]","chromatin [GO:0000785]; nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]","chromatin [GO:0000785]; nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; structural constituent of chromatin [GO:0030527]; epigenetic regulation of gene expression [GO:0040029]; gene expression [GO:0010467]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nucleosome assembly [GO:0006334]; stem cell population maintenance [GO:0019827]","chromatin binding [GO:0003682]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; structural constituent of chromatin [GO:0030527]",74,18.98312165,17.48919285,19.27516969,19.16917081,19.19178697,18.94322568,19.77211803,20.19614636,19.52583046,19.94986774,0.059093,0.716152359,0.059093,0.246365957,NA,12.2846396144404,"NS","P84228"
"718","P84244","P84244","reviewed","H33_MOUSE","Histone H3.3","H3-3a H3.3a H3f3a; H3-3b H3.3b H3f3b","Mus musculus (Mouse)",136,"brain development [GO:0007420]; cell population proliferation [GO:0008283]; embryo implantation [GO:0007566]; male gonad development [GO:0008584]; multicellular organism growth [GO:0035264]; muscle cell differentiation [GO:0042692]; negative regulation of chromosome condensation [GO:1902340]; nucleus organization [GO:0006997]; oocyte maturation [GO:0001556]; oogenesis [GO:0048477]; osteoblast differentiation [GO:0001649]; pericentric heterochromatin formation [GO:0031508]; regulation of centromere complex assembly [GO:0090230]; response to hormone [GO:0009725]; single fertilization [GO:0007338]; spermatid development [GO:0007286]; spermatogenesis [GO:0007283]; subtelomeric heterochromatin formation [GO:0031509]","Barr body [GO:0001740]; chromatin [GO:0000785]; chromosome [GO:0005694]; chromosome, centromeric region [GO:0000775]; chromosome, telomeric region [GO:0000781]; inner kinetochore [GO:0000939]; nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]","Barr body [GO:0001740]; chromatin [GO:0000785]; chromosome [GO:0005694]; chromosome, centromeric region [GO:0000775]; chromosome, telomeric region [GO:0000781]; inner kinetochore [GO:0000939]; nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; nucleosomal DNA binding [GO:0031492]; protein heterodimerization activity [GO:0046982]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II core promoter sequence-specific DNA binding [GO:0000979]; structural constituent of chromatin [GO:0030527]; brain development [GO:0007420]; cell population proliferation [GO:0008283]; embryo implantation [GO:0007566]; male gonad development [GO:0008584]; multicellular organism growth [GO:0035264]; muscle cell differentiation [GO:0042692]; negative regulation of chromosome condensation [GO:1902340]; nucleus organization [GO:0006997]; oocyte maturation [GO:0001556]; oogenesis [GO:0048477]; osteoblast differentiation [GO:0001649]; pericentric heterochromatin formation [GO:0031508]; regulation of centromere complex assembly [GO:0090230]; response to hormone [GO:0009725]; single fertilization [GO:0007338]; spermatid development [GO:0007286]; spermatogenesis [GO:0007283]; subtelomeric heterochromatin formation [GO:0031509]","nucleosomal DNA binding [GO:0031492]; protein heterodimerization activity [GO:0046982]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II core promoter sequence-specific DNA binding [GO:0000979]; structural constituent of chromatin [GO:0030527]",74,18.98312165,17.48919285,19.27516969,19.16917081,19.19178697,18.94322568,19.77211803,20.19614636,19.52583046,19.94986774,0.059093,0.716152359,0.059093,0.246365957,NA,12.2846396144404,"NS","P84244"
"719","P85094","P85094","reviewed","ISC2A_MOUSE","Isochorismatase domain-containing protein 2A","Isoc2a Isoc2","Mus musculus (Mouse)",206,"protein destabilization [GO:0031648]","cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; nucleus [GO:0005634]","cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; protein destabilization [GO:0031648]","",1448,13.00722003,15.65854623,15.40998752,15.9987006,15.68428291,16.01343173,13.35562639,15.08576289,14.96938652,14.2401205,0.069375826,-1.363876611,0.069375826,0.268933649,NA,11.5879183305692,"NS_INT","P85094"
"720","P86048","P86048","reviewed","RL10L_MOUSE","60S ribosomal protein L10-like","Rpl10l","Mus musculus (Mouse)",214,"cell differentiation [GO:0030154]; male meiosis I [GO:0007141]; ribosomal large subunit assembly [GO:0000027]; spermatogenesis [GO:0007283]; translation [GO:0006412]","cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]; polysome [GO:0005844]; ribosome [GO:0005840]","cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]; polysome [GO:0005844]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; cell differentiation [GO:0030154]; male meiosis I [GO:0007141]; ribosomal large subunit assembly [GO:0000027]; spermatogenesis [GO:0007283]; translation [GO:0006412]","structural constituent of ribosome [GO:0003735]",377,14.42836017,14.20181762,15.76520839,16.16219461,15.6909801,15.94262904,15.11890053,16.42939039,15.84737549,16.1404903,0.982991618,-0.006213857,0.982991618,0.991280438,NA,0.074501853945862,"NS","P86048"
"721","P97324","P97324","reviewed","G6PD2_MOUSE","Glucose-6-phosphate 1-dehydrogenase 2 (G6PD) (EC 1.1.1.49)","G6pd2 G6pd-2","Mus musculus (Mouse)",513,"cellular response to oxidative stress [GO:0034599]; cholesterol biosynthetic process [GO:0006695]; erythrocyte maturation [GO:0043249]; glucose 6-phosphate metabolic process [GO:0051156]; glucose metabolic process [GO:0006006]; glutathione metabolic process [GO:0006749]; NADP metabolic process [GO:0006739]; NADPH regeneration [GO:0006740]; negative regulation of cell growth involved in cardiac muscle cell development [GO:0061052]; negative regulation of protein glutathionylation [GO:0010734]; negative regulation of reactive oxygen species metabolic process [GO:2000378]; pentose biosynthetic process [GO:0019322]; pentose-phosphate shunt [GO:0006098]; pentose-phosphate shunt, oxidative branch [GO:0009051]; positive regulation of calcium ion transmembrane transport via high voltage-gated calcium channel [GO:1904879]; regulation of neuron apoptotic process [GO:0043523]; response to ethanol [GO:0045471]; ribose phosphate biosynthetic process [GO:0046390]","centriolar satellite [GO:0034451]; cytoplasm [GO:0005737]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; nucleus [GO:0005634]","centriolar satellite [GO:0034451]; cytoplasm [GO:0005737]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; nucleus [GO:0005634]; carbohydrate binding [GO:0030246]; glucose binding [GO:0005536]; glucose-6-phosphate dehydrogenase activity [GO:0004345]; identical protein binding [GO:0042802]; NADP binding [GO:0050661]; protein homodimerization activity [GO:0042803]; cellular response to oxidative stress [GO:0034599]; cholesterol biosynthetic process [GO:0006695]; erythrocyte maturation [GO:0043249]; glucose 6-phosphate metabolic process [GO:0051156]; glucose metabolic process [GO:0006006]; glutathione metabolic process [GO:0006749]; NADP metabolic process [GO:0006739]; NADPH regeneration [GO:0006740]; negative regulation of cell growth involved in cardiac muscle cell development [GO:0061052]; negative regulation of protein glutathionylation [GO:0010734]; negative regulation of reactive oxygen species metabolic process [GO:2000378]; pentose biosynthetic process [GO:0019322]; pentose-phosphate shunt [GO:0006098]; pentose-phosphate shunt, oxidative branch [GO:0009051]; positive regulation of calcium ion transmembrane transport via high voltage-gated calcium channel [GO:1904879]; regulation of neuron apoptotic process [GO:0043523]; response to ethanol [GO:0045471]; ribose phosphate biosynthetic process [GO:0046390]","carbohydrate binding [GO:0030246]; glucose binding [GO:0005536]; glucose-6-phosphate dehydrogenase activity [GO:0004345]; identical protein binding [GO:0042802]; NADP binding [GO:0050661]; protein homodimerization activity [GO:0042803]",347,13.85537304,14.46421104,17.62667314,18.03277931,17.08154097,17.36083292,16.88969561,18.60249827,17.52227937,17.25156933,0.922323973,0.041054061,0.922323973,0.962476361,NA,0.351165030543988,"NS","P97324"
"722","P97351","P97351","reviewed","RS3A_MOUSE","40S ribosomal protein S3a (Protein TU-11)","Rps3a Rps3a1","Mus musculus (Mouse)",264,"cell differentiation [GO:0030154]; cytoplasmic translation [GO:0002181]; negative regulation of apoptotic process [GO:0043066]; translation [GO:0006412]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; endoplasmic reticulum [GO:0005783]; nucleolus [GO:0005730]; nucleus [GO:0005634]; postsynapse [GO:0098794]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; small ribosomal subunit [GO:0015935]; synapse [GO:0045202]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; endoplasmic reticulum [GO:0005783]; nucleolus [GO:0005730]; nucleus [GO:0005634]; postsynapse [GO:0098794]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; small ribosomal subunit [GO:0015935]; synapse [GO:0045202]; mRNA 5'-UTR binding [GO:0048027]; mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]; translation initiation factor binding [GO:0031369]; cell differentiation [GO:0030154]; cytoplasmic translation [GO:0002181]; negative regulation of apoptotic process [GO:0043066]; translation [GO:0006412]","mRNA 5'-UTR binding [GO:0048027]; mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]; translation initiation factor binding [GO:0031369]",576,15.03814575,14.96762516,16.89909056,16.99497137,16.6217915,16.76307634,16.00602432,17.01868128,16.66293078,16.85350462,0.428078629,-0.184447192,0.428078629,0.654566759,NA,3.68476452938979,"NS","P97351"
"723","P97352","P97352","reviewed","S10AD_MOUSE","Protein S100-A13 (S100 calcium-binding protein A13)","S100a13","Mus musculus (Mouse)",98,"positive regulation of cell population proliferation [GO:0008284]; positive regulation of cytokine production [GO:0001819]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of interleukin-1 alpha production [GO:0032730]; protein transport [GO:0015031]; regulation of cell shape [GO:0008360]","collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular space [GO:0005615]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]","collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular space [GO:0005615]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; calcium-dependent protein binding [GO:0048306]; copper ion binding [GO:0005507]; fibroblast growth factor binding [GO:0017134]; lipid binding [GO:0008289]; protein homodimerization activity [GO:0042803]; RAGE receptor binding [GO:0050786]; zinc ion binding [GO:0008270]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of cytokine production [GO:0001819]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of interleukin-1 alpha production [GO:0032730]; protein transport [GO:0015031]; regulation of cell shape [GO:0008360]","calcium ion binding [GO:0005509]; calcium-dependent protein binding [GO:0048306]; copper ion binding [GO:0005507]; fibroblast growth factor binding [GO:0017134]; lipid binding [GO:0008289]; protein homodimerization activity [GO:0042803]; RAGE receptor binding [GO:0050786]; zinc ion binding [GO:0008270]",1507,11.645118,11.64191626,15.87017204,16.85732499,15.76123956,15.13695107,13.04736252,15.2822921,14.70141477,14.28518545,0.023780441,-1.577358202,0.023780441,0.156951638,NA,16.2378009580267,"INT","P97352"
"724","P97371","P97371","reviewed","PSME1_MOUSE","Proteasome activator complex subunit 1 (11S regulator complex subunit alpha) (REG-alpha) (Activator of multicatalytic protease subunit 1) (Proteasome activator 28 subunit alpha) (PA28a) (PA28alpha)","Psme1","Mus musculus (Mouse)",249,"antigen processing and presentation of exogenous antigen [GO:0019884]; positive regulation of endopeptidase activity [GO:0010950]; regulation of G1/S transition of mitotic cell cycle [GO:2000045]; regulation of proteasomal protein catabolic process [GO:0061136]","cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; proteasome activator complex [GO:0008537]","cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; proteasome activator complex [GO:0008537]; endopeptidase activator activity [GO:0061133]; antigen processing and presentation of exogenous antigen [GO:0019884]; positive regulation of endopeptidase activity [GO:0010950]; regulation of G1/S transition of mitotic cell cycle [GO:2000045]; regulation of proteasomal protein catabolic process [GO:0061136]","endopeptidase activator activity [GO:0061133]",734,12.81668051,12.54648618,14.85300233,15.60218544,14.82193541,14.88603137,13.91843149,15.28963119,15.02117106,14.6958651,0.378318766,-0.309513927,0.378318766,0.615428731,NA,4.22142115571888,"NS","P97371"
