"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002092","GO:0002092","positive regulation of receptor internalization","1/4","78/30636",0.0101457645489169,0.0260815203849121,0.00240434210858874,"P48025",1
"GO:0034110","GO:0034110","regulation of homotypic cell-cell adhesion","1/4","78/30636",0.0101457645489169,0.0260815203849121,0.00240434210858874,"P48025",1
"GO:0071384","GO:0071384","cellular response to corticosteroid stimulus","1/4","78/30636",0.0101457645489169,0.0260815203849121,0.00240434210858874,"P10107",1
"GO:2000191","GO:2000191","regulation of fatty acid transport","1/4","79/30636",0.0102753351013684,0.0262770288269368,0.00242236518288837,"P48025",1
"GO:0045923","GO:0045923","positive regulation of fatty acid metabolic process","1/4","80/30636",0.0104048929329486,0.0264704789123199,0.00244019850622737,"P10107",1
"GO:0032735","GO:0032735","positive regulation of interleukin-12 production","1/4","81/30636",0.0105344380444901,0.0264720645448762,0.00244034467880733,"P48025",1
"GO:0033028","GO:0033028","myeloid cell apoptotic process","1/4","82/30636",0.010663970436826,0.0264720645448762,0.00244034467880733,"P10107",1
"GO:0002218","GO:0002218","activation of innate immune response","1/4","83/30636",0.0107934901107887,0.0264720645448762,0.00244034467880733,"P48025",1
"GO:0010543","GO:0010543","regulation of platelet activation","1/4","83/30636",0.0107934901107887,0.0264720645448762,0.00244034467880733,"P48025",1
"GO:0043403","GO:0043403","skeletal muscle tissue regeneration","1/4","83/30636",0.0107934901107887,0.0264720645448762,0.00244034467880733,"P10107",1
"GO:0032743","GO:0032743","positive regulation of interleukin-2 production","1/4","84/30636",0.0109229970672104,0.0264720645448762,0.00244034467880733,"P10107",1
"GO:0043277","GO:0043277","apoptotic cell clearance","1/4","84/30636",0.0109229970672104,0.0264720645448762,0.00244034467880733,"P10107",1
"GO:0046636","GO:0046636","negative regulation of alpha-beta T cell activation","1/4","84/30636",0.0109229970672104,0.0264720645448762,0.00244034467880733,"P10107",1
"GO:0006692","GO:0006692","prostanoid metabolic process","1/4","85/30636",0.0110524913069239,0.0264720645448762,0.00244034467880733,"P10107",1
"GO:0006693","GO:0006693","prostaglandin metabolic process","1/4","85/30636",0.0110524913069239,0.0264720645448762,0.00244034467880733,"P10107",1
"GO:0042304","GO:0042304","regulation of fatty acid biosynthetic process","1/4","85/30636",0.0110524913069239,0.0264720645448762,0.00244034467880733,"P10107",1
"GO:0050850","GO:0050850","positive regulation of calcium-mediated signaling","1/4","85/30636",0.0110524913069239,0.0264720645448762,0.00244034467880733,"P48025",1
"GO:0046640","GO:0046640","regulation of alpha-beta T cell proliferation","1/4","86/30636",0.0111819728307621,0.0265234234777979,0.00244507923581372,"P48025",1
"GO:0090303","GO:0090303","positive regulation of wound healing","1/4","86/30636",0.0111819728307621,0.0265234234777979,0.00244507923581372,"P10107",1
"GO:2000108","GO:2000108","positive regulation of leukocyte apoptotic process","1/4","88/30636",0.0114408977341407,0.0269243482826294,0.00248203875260599,"P10107",1
"GO:0031952","GO:0031952","regulation of protein autophosphorylation","1/4","89/30636",0.0115703411153458,0.0269243482826294,0.00248203875260599,"P48025",1
"GO:0043370","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","1/4","89/30636",0.0115703411153458,0.0269243482826294,0.00248203875260599,"P10107",1
"GO:1902808","GO:1902808","positive regulation of cell cycle G1/S phase transition","1/4","89/30636",0.0115703411153458,0.0269243482826294,0.00248203875260599,"P10107",1
"GO:0033628","GO:0033628","regulation of cell adhesion mediated by integrin","1/4","93/30636",0.012087987523031,0.0279962352538123,0.00258085135794604,"P48025",1
"GO:0046633","GO:0046633","alpha-beta T cell proliferation","1/4","94/30636",0.0122173673498295,0.0281630392899825,0.00259622829771518,"P48025",1
"GO:0042088","GO:0042088","T-helper 1 type immune response","1/4","96/30636",0.0124760888791051,0.0286250450450496,0.00263881860207339,"P10107",1
"GO:0030514","GO:0030514","negative regulation of BMP signaling pathway","1/4","97/30636",0.0126054305832468,0.0286540111869175,0.00264148886491039,"Q61554",1
"GO:0031018","GO:0031018","endocrine pancreas development","1/4","97/30636",0.0126054305832468,0.0286540111869175,0.00264148886491039,"P10107",1
"GO:0045581","GO:0045581","negative regulation of T cell differentiation","1/4","101/30636",0.0131226703492545,0.0296923094077602,0.00273720506921147,"P10107",1
"GO:0034332","GO:0034332","adherens junction organization","1/4","102/30636",0.0132519485322774,0.0298472785749918,0.00275149100380458,"P60710",1
"GO:0002042","GO:0002042","cell migration involved in sprouting angiogenesis","1/4","103/30636",0.0133812140135726,0.0298644367302916,0.00275307273963456,"P10107",1
"GO:0032355","GO:0032355","response to estradiol","1/4","103/30636",0.0133812140135726,0.0298644367302916,0.00275307273963456,"P10107",1
"GO:0050853","GO:0050853","B cell receptor signaling pathway","1/4","105/30636",0.0136397068743086,0.0303036021506132,0.00279355749271384,"P48025",1
"GO:0032757","GO:0032757","positive regulation of interleukin-8 production","1/4","106/30636",0.0137689342554131,0.0304529131504858,0.002807321825428,"P48025",1
"GO:0043507","GO:0043507","positive regulation of JUN kinase activity","1/4","107/30636",0.013898148938118,0.0304642461098926,0.00280836656174377,"P48025",1
"GO:0070527","GO:0070527","platelet aggregation","1/4","107/30636",0.013898148938118,0.0304642461098926,0.00280836656174377,"P48025",1
"GO:0045124","GO:0045124","regulation of bone resorption","1/4","108/30636",0.0140273509232551,0.0306107969036368,0.0028218764430408,"P48025",1
"GO:0006801","GO:0006801","superoxide metabolic process","1/4","110/30636",0.0142857168041528,0.0308999425147094,0.00284853152134742,"P48025",1
"GO:0045058","GO:0045058","T cell selection","1/4","110/30636",0.0142857168041528,0.0308999425147094,0.00284853152134742,"P48025",1
"GO:0002762","GO:0002762","negative regulation of myeloid leukocyte differentiation","1/4","111/30636",0.0144148807015775,0.0309070149540373,0.00284918349881789,"Q61554",1
"GO:0009620","GO:0009620","response to fungus","1/4","111/30636",0.0144148807015775,0.0309070149540373,0.00284918349881789,"P48025",1
"GO:0030850","GO:0030850","prostate gland development","1/4","112/30636",0.0145440319047615,0.0310483463705995,0.002862212228397,"P10107",1
"GO:0002548","GO:0002548","monocyte chemotaxis","1/4","113/30636",0.014673170414537,0.0310539942824899,0.00286273288486883,"P10107",1
"GO:0032653","GO:0032653","regulation of interleukin-10 production","1/4","113/30636",0.014673170414537,0.0310539942824899,0.00286273288486883,"P48025",1
"GO:0043536","GO:0043536","positive regulation of blood vessel endothelial cell migration","1/4","115/30636",0.0149314093571882,0.0312094117940787,0.00287706015038136,"P10107",1
"GO:0033003","GO:0033003","regulation of mast cell activation","1/4","116/30636",0.0150605097917271,0.0312094117940787,0.00287706015038136,"P48025",1
"GO:0042698","GO:0042698","ovulation cycle","1/4","116/30636",0.0150605097917271,0.0312094117940787,0.00287706015038136,"P10107",1
"GO:0043300","GO:0043300","regulation of leukocyte degranulation","1/4","116/30636",0.0150605097917271,0.0312094117940787,0.00287706015038136,"P48025",1
"GO:0042246","GO:0042246","tissue regeneration","1/4","117/30636",0.0151895975361843,0.0312094117940787,0.00287706015038136,"P10107",1
"GO:0032613","GO:0032613","interleukin-10 production","1/4","118/30636",0.015318672591391,0.0312094117940787,0.00287706015038136,"P48025",1
"GO:0035924","GO:0035924","cellular response to vascular endothelial growth factor stimulus","1/4","118/30636",0.015318672591391,0.0312094117940787,0.00287706015038136,"P10107",1
"GO:0043303","GO:0043303","mast cell degranulation","1/4","118/30636",0.015318672591391,0.0312094117940787,0.00287706015038136,"P48025",1
"GO:0045620","GO:0045620","negative regulation of lymphocyte differentiation","1/4","118/30636",0.015318672591391,0.0312094117940787,0.00287706015038136,"P10107",1
"GO:0002448","GO:0002448","mast cell mediated immunity","1/4","119/30636",0.015447734958179,0.0313423052250656,0.00288931101871116,"P48025",1
"GO:0002279","GO:0002279","mast cell activation involved in immune response","1/4","120/30636",0.0155767846373797,0.0314740792467219,0.00290145869355567,"P48025",1
"GO:0000079","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","1/4","124/30636",0.0160928564949404,0.0321202948740477,0.00296103050612939,"P60710",1
"GO:0032655","GO:0032655","regulation of interleukin-12 production","1/4","124/30636",0.0160928564949404,0.0321202948740477,0.00296103050612939,"P48025",1
"GO:1903036","GO:1903036","positive regulation of response to wounding","1/4","124/30636",0.0160928564949404,0.0321202948740477,0.00296103050612939,"P10107",1
"GO:0002886","GO:0002886","regulation of myeloid leukocyte mediated immunity","1/4","125/30636",0.0162218427486771,0.0322466590672083,0.00297267947237637,"P48025",1
"GO:2000514","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","1/4","127/30636",0.0164797772091869,0.0324764417386308,0.00299386213905269,"P10107",1
"GO:0030512","GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","1/4","128/30636",0.0166087254176226,0.0324764417386308,0.00299386213905269,"Q61554",1
"GO:0032615","GO:0032615","interleukin-12 production","1/4","129/30636",0.016737660945954,0.0324764417386308,0.00299386213905269,"P48025",1
"GO:0042093","GO:0042093","T-helper cell differentiation","1/4","129/30636",0.016737660945954,0.0324764417386308,0.00299386213905269,"P10107",1
"GO:0002294","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","1/4","130/30636",0.0168665837950119,0.0324764417386308,0.00299386213905269,"P10107",1
"GO:0032481","GO:0032481","positive regulation of type I interferon production","1/4","130/30636",0.0168665837950119,0.0324764417386308,0.00299386213905269,"P48025",1
"GO:1903307","GO:1903307","positive regulation of regulated secretory pathway","1/4","130/30636",0.0168665837950119,0.0324764417386308,0.00299386213905269,"P48025",1
"GO:1904029","GO:1904029","regulation of cyclin-dependent protein kinase activity","1/4","130/30636",0.0168665837950119,0.0324764417386308,0.00299386213905269,"P60710",1
"GO:0002293","GO:0002293","alpha-beta T cell differentiation involved in immune response","1/4","131/30636",0.0169954939656284,0.0325894426596482,0.0030042792032691,"P10107",1
"GO:0002287","GO:0002287","alpha-beta T cell activation involved in immune response","1/4","132/30636",0.0171243914586339,0.0325894426596482,0.0030042792032691,"P10107",1
"GO:0043506","GO:0043506","regulation of JUN kinase activity","1/4","132/30636",0.0171243914586339,0.0325894426596482,0.0030042792032691,"P48025",1
"GO:0046850","GO:0046850","regulation of bone remodeling","1/4","134/30636",0.0173821484151383,0.032952258192405,0.00303772559175349,"P48025",1
"GO:0033209","GO:0033209","tumor necrosis factor-mediated signaling pathway","1/4","135/30636",0.0175110078802992,0.033068864881642,0.00304847505608448,"P48025",1
"GO:0048260","GO:0048260","positive regulation of receptor-mediated endocytosis","1/4","136/30636",0.0176398546711741,0.033172723175665,0.00305804930121899,"P48025",1
"GO:0048488","GO:0048488","synaptic vesicle endocytosis","1/4","137/30636",0.0177686887885945,0.033172723175665,0.00305804930121899,"P60710",1
"GO:0140238","GO:0140238","presynaptic endocytosis","1/4","137/30636",0.0177686887885945,0.033172723175665,0.00305804930121899,"P60710",1
"GO:0032663","GO:0032663","regulation of interleukin-2 production","1/4","139/30636",0.0180263190063944,0.0335262220914381,0.00309063683123987,"P10107",1
"GO:0050709","GO:0050709","negative regulation of protein secretion","1/4","140/30636",0.0181551151084367,0.0336383453518582,0.00310097298773695,"P10107",1
"GO:2000379","GO:2000379","positive regulation of reactive oxygen species metabolic process","1/4","141/30636",0.0182838985403477,0.0337179290813961,0.0031083094661808,"P48025",1
"GO:0002292","GO:0002292","T cell differentiation involved in immune response","1/4","142/30636",0.0184126693029592,0.0337179290813961,0.0031083094661808,"P10107",1
"GO:0002090","GO:0002090","regulation of receptor internalization","1/4","143/30636",0.0185414273971017,0.0337179290813961,0.0031083094661808,"P48025",1
"GO:0010517","GO:0010517","regulation of phospholipase activity","1/4","143/30636",0.0185414273971017,0.0337179290813961,0.0031083094661808,"P10107",1
"GO:0051384","GO:0051384","response to glucocorticoid","1/4","143/30636",0.0185414273971017,0.0337179290813961,0.0031083094661808,"P10107",1
"GO:0031640","GO:0031640","killing of cells of other organism","1/4","148/30636",0.0191850278698642,0.0347595892402337,0.00320433559294683,"P48025",1
"GO:0032623","GO:0032623","interleukin-2 production","1/4","151/30636",0.0195710361850699,0.035199189622232,0.00324486044325432,"P10107",1
"GO:0032722","GO:0032722","positive regulation of chemokine production","1/4","151/30636",0.0195710361850699,0.035199189622232,0.00324486044325432,"P48025",1
"GO:0051937","GO:0051937","catecholamine transport","1/4","153/30636",0.0198283117555317,0.0355317557371024,0.00327551826925802,"P60710",1
"GO:0045453","GO:0045453","bone resorption","1/4","155/30636",0.0200855366886715,0.0358618127786826,0.00330594479469043,"P48025",1
"GO:0036465","GO:0036465","synaptic vesicle recycling","1/4","157/30636",0.0203427109911352,0.036189388031331,0.00333614253477808,"P60710",1
"GO:0034109","GO:0034109","homotypic cell-cell adhesion","1/4","158/30636",0.0204712791579397,0.0362193358209315,0.00333890329145687,"P48025",1
"GO:0031016","GO:0031016","pancreas development","1/4","159/30636",0.0205998346695667,0.0362193358209315,0.00333890329145687,"P10107",1
"GO:0001738","GO:0001738","morphogenesis of a polarized epithelium","1/4","160/30636",0.0207283775268468,0.0362193358209315,0.00333890329145687,"P60710",1
"GO:0031960","GO:0031960","response to corticosteroid","1/4","160/30636",0.0207283775268468,0.0362193358209315,0.00333890329145687,"P10107",1
"GO:0050848","GO:0050848","regulation of calcium-mediated signaling","1/4","160/30636",0.0207283775268468,0.0362193358209315,0.00333890329145687,"P48025",1
"GO:0002532","GO:0002532","production of molecular mediator involved in inflammatory response","1/4","161/30636",0.0208569077306101,0.0362811401877057,0.00334460076765215,"P48025",1
"GO:0140029","GO:0140029","exocytic process","1/4","162/30636",0.0209854252816872,0.0362811401877057,0.00334460076765215,"P48025",1
"GO:1901992","GO:1901992","positive regulation of mitotic cell cycle phase transition","1/4","162/30636",0.0209854252816872,0.0362811401877057,0.00334460076765215,"P10107",1
"GO:0032890","GO:0032890","regulation of organic acid transport","1/4","166/30636",0.0214993689757417,0.036872434820969,0.0033991096522707,"P48025",1
"GO:0043367","GO:0043367","CD4-positive, alpha-beta T cell differentiation","1/4","166/30636",0.0214993689757417,0.036872434820969,0.0033991096522707,"P10107",1
"GO:0001656","GO:0001656","metanephros development","1/4","167/30636",0.0216278232758433,0.036872434820969,0.0033991096522707,"Q61554",1
"GO:0045576","GO:0045576","mast cell activation","1/4","167/30636",0.0216278232758433,0.036872434820969,0.0033991096522707,"P48025",1
"GO:0061515","GO:0061515","myeloid cell development","1/4","168/30636",0.021756264928241,0.0369630660199527,0.00340746454895051,"Q61554",1
"GO:0045670","GO:0045670","regulation of osteoclast differentiation","1/4","169/30636",0.0218846939337642,0.0370530507637181,0.0034157598517309,"Q61554",1
"GO:0043299","GO:0043299","leukocyte degranulation","1/4","170/30636",0.0220131102932438,0.0371423957181537,0.00342399617511118,"P48025",1
"GO:0032418","GO:0032418","lysosome localization","1/4","172/30636",0.0222699050773922,0.0373191924675754,0.00344029429972289,"P48025",1
"GO:0050871","GO:0050871","positive regulation of B cell activation","1/4","172/30636",0.0222699050773922,0.0373191924675754,0.00344029429972289,"P48025",1
"GO:0030510","GO:0030510","regulation of BMP signaling pathway","1/4","174/30636",0.0225266492873272,0.037621036734958,0.00346812001201242,"Q61554",1
"GO:0019217","GO:0019217","regulation of fatty acid metabolic process","1/4","176/30636",0.0227833429296894,0.0376241817991368,0.00346840994182202,"P10107",1
"GO:0032091","GO:0032091","negative regulation of protein binding","1/4","176/30636",0.0227833429296894,0.0376241817991368,0.00346840994182202,"P60710",1
"GO:0045638","GO:0045638","negative regulation of myeloid cell differentiation","1/4","176/30636",0.0227833429296894,0.0376241817991368,0.00346840994182202,"Q61554",1
"GO:0045185","GO:0045185","maintenance of protein location","1/4","177/30636",0.0229116707901057,0.0376241817991368,0.00346840994182202,"Q61554",1
"GO:0060191","GO:0060191","regulation of lipase activity","1/4","177/30636",0.0229116707901057,0.0376241817991368,0.00346840994182202,"P10107",1
"GO:0030168","GO:0030168","platelet activation","1/4","179/30636",0.0231682885935587,0.037918765664791,0.00349556634920359,"P48025",1
"GO:0006906","GO:0006906","vesicle fusion","1/4","180/30636",0.0232965785382555,0.0380020600075862,0.00350324489297075,"P10107",1
"GO:0042116","GO:0042116","macrophage activation","1/4","181/30636",0.0234248558460387,0.0380847821867715,0.00351087069145927,"P48025",1
"GO:0031343","GO:0031343","positive regulation of cell killing","1/4","183/30636",0.0236813725541846,0.038248532645081,0.00352596613514521,"P48025",1
"GO:0120162","GO:0120162","positive regulation of cold-induced thermogenesis","1/4","183/30636",0.0236813725541846,0.038248532645081,0.00352596613514521,"P48025",1
"GO:0034103","GO:0034103","regulation of tissue remodeling","1/4","185/30636",0.023937838724635,0.0385359961108058,0.00355246614377671,"P48025",1
"GO:0090174","GO:0090174","organelle membrane fusion","1/4","186/30636",0.0240660528602989,0.0386157907006758,0.00355982206051894,"P10107",1
"GO:0043535","GO:0043535","regulation of blood vessel endothelial cell migration","1/4","188/30636",0.0243224432366527,0.0389000639387507,0.00358602797591656,"P10107",1
"GO:0032147","GO:0032147","activation of protein kinase activity","1/4","192/30636",0.0248350724326956,0.0394113514394216,0.00363316135040225,"Q61554",1
"GO:0032479","GO:0032479","regulation of type I interferon production","1/4","193/30636",0.0249631981622406,0.0394113514394216,0.00363316135040225,"P48025",1
"GO:0070555","GO:0070555","response to interleukin-1","1/4","193/30636",0.0249631981622406,0.0394113514394216,0.00363316135040225,"P10107",1
"GO:0090288","GO:0090288","negative regulation of cellular response to growth factor stimulus","1/4","193/30636",0.0249631981622406,0.0394113514394216,0.00363316135040225,"Q61554",1
"GO:0007229","GO:0007229","integrin-mediated signaling pathway","1/4","194/30636",0.0250913112656588,0.0394866468956361,0.00364010251154969,"P48025",1
"GO:0070301","GO:0070301","cellular response to hydrogen peroxide","1/4","196/30636",0.025347499597431,0.0397095467945247,0.00366065068531367,"P10107",1
"GO:0030593","GO:0030593","neutrophil chemotaxis","1/4","197/30636",0.0254755748274446,0.0397095467945247,0.00366065068531367,"P48025",1
"GO:1901989","GO:1901989","positive regulation of cell cycle phase transition","1/4","197/30636",0.0254755748274446,0.0397095467945247,0.00366065068531367,"P10107",1
"GO:0032606","GO:0032606","type I interferon production","1/4","198/30636",0.0256036374346488,0.039782867026622,0.00366740975912691,"P48025",1
"GO:0033559","GO:0033559","unsaturated fatty acid metabolic process","1/4","199/30636",0.0257316874198733,0.0398557051203716,0.00367412438669949,"P10107",1
"GO:0046889","GO:0046889","positive regulation of lipid biosynthetic process","1/4","202/30636",0.0261157616519614,0.0402677710261311,0.0037121109532075,"P10107",1
"GO:0002275","GO:0002275","myeloid cell activation involved in immune response","1/4","203/30636",0.02624376115756,0.0402677710261311,0.0037121109532075,"P48025",1
"GO:0032760","GO:0032760","positive regulation of tumor necrosis factor production","1/4","203/30636",0.02624376115756,0.0402677710261311,0.0037121109532075,"P48025",1
"GO:0032755","GO:0032755","positive regulation of interleukin-6 production","1/4","204/30636",0.0263717480453256,0.0403380943621647,0.00371859375618626,"P48025",1
"GO:0035821","GO:0035821","modulation of process of other organism","1/4","205/30636",0.0264997223160873,0.0404079616683195,0.00372503451975075,"P48025",1
"GO:0032642","GO:0032642","regulation of chemokine production","1/4","206/30636",0.0266276839706741,0.0404773771814271,0.00373143363447608,"P48025",1
"GO:1903557","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","1/4","207/30636",0.0267556330099157,0.0405463450860142,0.00373779148611558,"P48025",1
"GO:0050764","GO:0050764","regulation of phagocytosis","1/4","208/30636",0.0268835694346408,0.040558541845958,0.00373891585245191,"P48025",1
"GO:0002286","GO:0002286","T cell activation involved in immune response","1/4","209/30636",0.0270114932456788,0.040558541845958,0.00373891585245191,"P10107",1
"GO:0002444","GO:0002444","myeloid leukocyte mediated immunity","1/4","209/30636",0.0270114932456788,0.040558541845958,0.00373891585245191,"P48025",1
"GO:0032602","GO:0032602","chemokine production","1/4","213/30636",0.0275230623695402,0.0410169282603258,0.00378117250550757,"P48025",1
"GO:0046849","GO:0046849","bone remodeling","1/4","213/30636",0.0275230623695402,0.0410169282603258,0.00378117250550757,"P48025",1
"GO:0035710","GO:0035710","CD4-positive, alpha-beta T cell activation","1/4","214/30636",0.0276509231245781,0.0410169282603258,0.00378117250550757,"P10107",1
"GO:2000106","GO:2000106","regulation of leukocyte apoptotic process","1/4","214/30636",0.0276509231245781,0.0410169282603258,0.00378117250550757,"P10107",1
"GO:0090101","GO:0090101","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","1/4","215/30636",0.0277787712709032,0.0410316316687005,0.00378252794887796,"Q61554",1
"GO:0017015","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","1/4","217/30636",0.0280344297407304,0.0410316316687005,0.00378252794887796,"Q61554",1
"GO:0044070","GO:0044070","regulation of anion transport","1/4","217/30636",0.0280344297407304,0.0410316316687005,0.00378252794887796,"P48025",1
"GO:0045921","GO:0045921","positive regulation of exocytosis","1/4","217/30636",0.0280344297407304,0.0410316316687005,0.00378252794887796,"P48025",1
"GO:0010595","GO:0010595","positive regulation of endothelial cell migration","1/4","218/30636",0.0281622400658902,0.0410316316687005,0.00378252794887796,"P10107",1
"GO:0032652","GO:0032652","regulation of interleukin-1 production","1/4","218/30636",0.0281622400658902,0.0410316316687005,0.00378252794887796,"P10107",1
"GO:0001889","GO:0001889","liver development","1/4","222/30636",0.0286733553208448,0.0414760093135796,0.00382349319430576,"P10107",1
"GO:1903844","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","1/4","222/30636",0.0286733553208448,0.0414760093135796,0.00382349319430576,"Q61554",1
"GO:0001959","GO:0001959","regulation of cytokine-mediated signaling pathway","1/4","223/30636",0.0288011026273062,0.0414760093135796,0.00382349319430576,"P48025",1
"GO:0002040","GO:0002040","sprouting angiogenesis","1/4","224/30636",0.0289288373325143,0.0414760093135796,0.00382349319430576,"P10107",1
"GO:0031532","GO:0031532","actin cytoskeleton reorganization","1/4","224/30636",0.0289288373325143,0.0414760093135796,0.00382349319430576,"P10107",1
"GO:0061041","GO:0061041","regulation of wound healing","1/4","225/30636",0.0290565594372972,0.0414760093135796,0.00382349319430576,"P10107",1
"GO:0002698","GO:0002698","negative regulation of immune effector process","1/4","227/30636",0.0293119658489045,0.0414760093135796,0.00382349319430576,"P10107",1
"GO:0032612","GO:0032612","interleukin-1 production","1/4","227/30636",0.0293119658489045,0.0414760093135796,0.00382349319430576,"P10107",1
"GO:0061008","GO:0061008","hepaticobiliary system development","1/4","227/30636",0.0293119658489045,0.0414760093135796,0.00382349319430576,"P10107",1
"GO:1903076","GO:1903076","regulation of protein localization to plasma membrane","1/4","227/30636",0.0293119658489045,0.0414760093135796,0.00382349319430576,"P60710",1
"GO:0030216","GO:0030216","keratinocyte differentiation","1/4","228/30636",0.0294396501573858,0.0415369776645875,0.00382911360183784,"P10107",1
"GO:0045089","GO:0045089","positive regulation of innate immune response","1/4","229/30636",0.029567321868757,0.0415975789041825,0.0038347001669629,"P48025",1
"GO:0045931","GO:0045931","positive regulation of mitotic cell cycle","1/4","230/30636",0.0296949809838463,0.0416578161801958,0.00384025317986583,"P10107",1
"GO:0048284","GO:0048284","organelle fusion","1/4","232/30636",0.0299502614284946,0.0418962346478371,0.00386223194309571,"P10107",1
"GO:0030316","GO:0030316","osteoclast differentiation","1/4","235/30636",0.0303330876440675,0.0423112103216964,0.00390048674848954,"Q61554",1
"GO:0043534","GO:0043534","blood vessel endothelial cell migration","1/4","236/30636",0.0304606711988662,0.042368808947998,0.00390579651573355,"P10107",1
"GO:0050868","GO:0050868","negative regulation of T cell activation","1/4","238/30636",0.0307158005378438,0.0424829804622009,0.00391632149185259,"P10107",1
"GO:0051224","GO:0051224","negative regulation of protein transport","1/4","238/30636",0.0307158005378438,0.0424829804622009,0.00391632149185259,"P10107",1
"GO:2000045","GO:2000045","regulation of G1/S transition of mitotic cell cycle","1/4","239/30636",0.0308433463236801,0.0425395591149633,0.00392153723216513,"P10107",1
"GO:0014812","GO:0014812","muscle cell migration","1/4","241/30636",0.0310984001321885,0.0426517163824149,0.00393187652362277,"P10107",1
"GO:0048259","GO:0048259","regulation of receptor-mediated endocytosis","1/4","241/30636",0.0310984001321885,0.0426517163824149,0.00393187652362277,"P48025",1
"GO:1990266","GO:1990266","neutrophil migration","1/4","244/30636",0.0314808864494646,0.0429264046111034,0.00395719883862674,"P48025",1
"GO:0006633","GO:0006633","fatty acid biosynthetic process","1/4","245/30636",0.0316083567197397,0.0429264046111034,0.00395719883862674,"P10107",1
"GO:0001776","GO:0001776","leukocyte homeostasis","1/4","246/30636",0.0317358144069868,0.0429264046111034,0.00395719883862674,"P10107",1
"GO:0043280","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","1/4","246/30636",0.0317358144069868,0.0429264046111034,0.00395719883862674,"P48025",1
"GO:0060759","GO:0060759","regulation of response to cytokine stimulus","1/4","246/30636",0.0317358144069868,0.0429264046111034,0.00395719883862674,"P48025",1
"GO:1904950","GO:1904950","negative regulation of establishment of protein localization","1/4","248/30636",0.0319906920357084,0.0431522796415737,0.00397802127685211,"P10107",1
"GO:0010212","GO:0010212","response to ionizing radiation","1/4","251/30636",0.0323729141267806,0.0434292372575116,0.00400355279681209,"P10107",1
"GO:0031341","GO:0031341","regulation of cell killing","1/4","251/30636",0.0323729141267806,0.0434292372575116,0.00400355279681209,"P48025",1
"GO:0031623","GO:0031623","receptor internalization","1/4","254/30636",0.0327550230153126,0.043703033425322,0.00402879287659738,"P48025",1
"GO:0035270","GO:0035270","endocrine system development","1/4","254/30636",0.0327550230153126,0.043703033425322,0.00402879287659738,"P10107",1
"GO:0043406","GO:0043406","positive regulation of MAP kinase activity","1/4","259/30636",0.0333916196623777,0.0443115817681823,0.00408489230578162,"P48025",1
"GO:0071887","GO:0071887","leukocyte apoptotic process","1/4","259/30636",0.0333916196623777,0.0443115817681823,0.00408489230578162,"P10107",1
"GO:0045807","GO:0045807","positive regulation of endocytosis","1/4","260/30636",0.033518901274168,0.0443605944086698,0.00408941056827699,"P48025",1
"GO:1903038","GO:1903038","negative regulation of leukocyte cell-cell adhesion","1/4","263/30636",0.033900670689192,0.044745240076326,0.00412486938210316,"P10107",1
"GO:0042542","GO:0042542","response to hydrogen peroxide","1/4","265/30636",0.0341551207905295,0.0448869934736502,0.00413793701225632,"P10107",1
"GO:0050864","GO:0050864","regulation of B cell activation","1/4","266/30636",0.034282326991077,0.0448869934736502,0.00413793701225632,"P48025",1
"GO:1902414","GO:1902414","protein localization to cell junction","1/4","266/30636",0.034282326991077,0.0448869934736502,0.00413793701225632,"P60710",1
"GO:0061025","GO:0061025","membrane fusion","1/4","268/30636",0.0345367016960688,0.0450997886509835,0.00415755367561859,"P10107",1
"GO:0007043","GO:0007043","cell-cell junction assembly","1/4","272/30636",0.0350453003448075,0.0455218054743399,0.00419645757400925,"P60710",1
"GO:0010565","GO:0010565","regulation of cellular ketone metabolic process","1/4","272/30636",0.0350453003448075,0.0455218054743399,0.00419645757400925,"P10107",1
"GO:0030509","GO:0030509","BMP signaling pathway","1/4","276/30636",0.0355536980226809,0.0459391203398325,0.00423492801932211,"Q61554",1
"GO:0120161","GO:0120161","regulation of cold-induced thermogenesis","1/4","276/30636",0.0355536980226809,0.0459391203398325,0.00423492801932211,"P48025",1
"GO:0031099","GO:0031099","regeneration","1/4","278/30636",0.0358078215140905,0.0461460376992609,0.00425400283217541,"P10107",1
"GO:0106106","GO:0106106","cold-induced thermogenesis","1/4","280/30636",0.0360618947826389,0.046351807168261,0.00427297182599469,"P48025",1
"GO:1902806","GO:1902806","regulation of cell cycle G1/S phase transition","1/4","281/30636",0.0361889125854085,0.0463936190063592,0.00427682627778635,"P10107",1
"GO:1904375","GO:1904375","regulation of protein localization to cell periphery","1/4","286/30636",0.0368238133172927,0.0470846154656008,0.0043405262407993,"P60710",1
