"","Entry","From","Reviewed","Entry.Name","Protein.names","Gene.Names","Organism","Length","Gene.Ontology..biological.process.","Gene.Ontology..cellular.component.","Gene.Ontology..GO.","Gene.Ontology..molecular.function.","Subcellular.location..CC.","Transmembrane","Protein","INT_F.1","INT_F.2","INT_M.1","INT_M.2","pvalue","log2FC","imputed_log2FC","imputed_Pvalue","imputed_adjPvalue","Gene"
"1323","Q9CQC7","Q9CQC7","reviewed","NDUB4_MOUSE","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 (Complex I-B15) (CI-B15) (NADH-ubiquinone oxidoreductase B15 subunit)","Ndufb4","Mus musculus (Mouse)",129,"aerobic respiration [GO:0009060]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; response to oxidative stress [GO:0006979]","mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]","mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; aerobic respiration [GO:0009060]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; response to oxidative stress [GO:0006979]","","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:O95168}; Single-pass membrane protein {ECO:0000255}; Matrix side {ECO:0000250|UniProtKB:O95168}.","TRANSMEM 88..105; /note=Helical; /evidence=ECO:0000255","Q9CQC7",17.30037862,18.5089838,17.51354752,17.48708474,0.673823682,0.40436508,0.40436508,0.673823682,0.99991031,"Ndufb4"
"1324","Q9CQC9","Q9CQC9","reviewed","SAR1B_MOUSE","GTP-binding protein SAR1b","Sar1b Sara1b Sara2","Mus musculus (Mouse)",198,"endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; lipid homeostasis [GO:0055088]; lipoprotein transport [GO:0042953]; membrane organization [GO:0061024]; positive regulation of protein exit from endoplasmic reticulum [GO:0070863]; regulation of COPII vesicle coating [GO:0003400]; regulation of lipid transport [GO:0032368]; vesicle organization [GO:0016050]","COPII vesicle coat [GO:0030127]; endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; Golgi cisterna membrane [GO:0032580]","COPII vesicle coat [GO:0030127]; endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; Golgi cisterna membrane [GO:0032580]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; lipid homeostasis [GO:0055088]; lipoprotein transport [GO:0042953]; membrane organization [GO:0061024]; positive regulation of protein exit from endoplasmic reticulum [GO:0070863]; regulation of COPII vesicle coating [GO:0003400]; regulation of lipid transport [GO:0032368]; vesicle organization [GO:0016050]","GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11422940}; Peripheral membrane protein {ECO:0000269|PubMed:11422940}. Golgi apparatus, Golgi stack membrane {ECO:0000269|PubMed:11422940}; Peripheral membrane protein {ECO:0000269|PubMed:11422940}. Note=Associated with the endoplasmic reticulum and Golgi stacks, in particular in the juxta-nuclear Golgi region. {ECO:0000250|UniProtKB:Q9QVY3}.","","Q9CQC9",15.1067265,16.04386035,15.05824546,14.98793013,0.327570968,0.552205635,0.552205635,0.327570968,0.99991031,"Sar1b"
"1325","Q9CQC9","Q9CQC9","reviewed","SAR1B_MOUSE","GTP-binding protein SAR1b","Sar1b Sara1b Sara2","Mus musculus (Mouse)",198,"endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; lipid homeostasis [GO:0055088]; lipoprotein transport [GO:0042953]; membrane organization [GO:0061024]; positive regulation of protein exit from endoplasmic reticulum [GO:0070863]; regulation of COPII vesicle coating [GO:0003400]; regulation of lipid transport [GO:0032368]; vesicle organization [GO:0016050]","COPII vesicle coat [GO:0030127]; endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; Golgi cisterna membrane [GO:0032580]","COPII vesicle coat [GO:0030127]; endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; Golgi cisterna membrane [GO:0032580]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; lipid homeostasis [GO:0055088]; lipoprotein transport [GO:0042953]; membrane organization [GO:0061024]; positive regulation of protein exit from endoplasmic reticulum [GO:0070863]; regulation of COPII vesicle coating [GO:0003400]; regulation of lipid transport [GO:0032368]; vesicle organization [GO:0016050]","GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11422940}; Peripheral membrane protein {ECO:0000269|PubMed:11422940}. Golgi apparatus, Golgi stack membrane {ECO:0000269|PubMed:11422940}; Peripheral membrane protein {ECO:0000269|PubMed:11422940}. Note=Associated with the endoplasmic reticulum and Golgi stacks, in particular in the juxta-nuclear Golgi region. {ECO:0000250|UniProtKB:Q9QVY3}.","","Q9CQC9;P36536",16.34207467,17.49747765,16.35137063,16.34417452,0.566743656,0.572003582,0.572003582,0.566743656,0.99991031,"Sar1b"
"1326","Q9CQD1","Q9CQD1","reviewed","RAB5A_MOUSE","Ras-related protein Rab-5A (EC 3.6.5.2)","Rab5a nnyRab5a","Mus musculus (Mouse)",215,"amyloid-beta clearance by transcytosis [GO:0150093]; early endosome to late endosome transport [GO:0045022]; endocytosis [GO:0006897]; intracellular protein transport [GO:0006886]; modulation by host of viral process [GO:0044788]; phagocytosis [GO:0006909]; positive regulation of exocytosis [GO:0045921]; receptor internalization involved in canonical Wnt signaling pathway [GO:2000286]; regulation of endosome size [GO:0051036]; regulation of filopodium assembly [GO:0051489]; regulation of long-term neuronal synaptic plasticity [GO:0048169]; regulation of synaptic vesicle exocytosis [GO:2000300]; synaptic vesicle recycling [GO:0036465]","actin cytoskeleton [GO:0015629]; axon [GO:0030424]; axon terminus [GO:0043679]; cytoplasm [GO:0005737]; cytoplasmic side of early endosome membrane [GO:0098559]; cytosol [GO:0005829]; dendrite [GO:0030425]; early endosome [GO:0005769]; early phagosome [GO:0032009]; endocytic vesicle [GO:0030139]; endomembrane system [GO:0012505]; endosome [GO:0005768]; endosome membrane [GO:0010008]; glutamatergic synapse [GO:0098978]; intracellular membrane-bounded organelle [GO:0043231]; melanosome [GO:0042470]; membrane raft [GO:0045121]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle [GO:0045335]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]; postsynaptic early endosome [GO:0098842]; postsynaptic endocytic zone membrane [GO:0098844]; protein-containing complex [GO:0032991]; recycling endosome [GO:0055037]; ruffle [GO:0001726]; somatodendritic compartment [GO:0036477]; synaptic vesicle [GO:0008021]; synaptic vesicle membrane [GO:0030672]; terminal bouton [GO:0043195]; zymogen granule membrane [GO:0042589]","actin cytoskeleton [GO:0015629]; axon [GO:0030424]; axon terminus [GO:0043679]; cytoplasm [GO:0005737]; cytoplasmic side of early endosome membrane [GO:0098559]; cytosol [GO:0005829]; dendrite [GO:0030425]; early endosome [GO:0005769]; early phagosome [GO:0032009]; endocytic vesicle [GO:0030139]; endomembrane system [GO:0012505]; endosome [GO:0005768]; endosome membrane [GO:0010008]; glutamatergic synapse [GO:0098978]; intracellular membrane-bounded organelle [GO:0043231]; melanosome [GO:0042470]; membrane raft [GO:0045121]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle [GO:0045335]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]; postsynaptic early endosome [GO:0098842]; postsynaptic endocytic zone membrane [GO:0098844]; protein-containing complex [GO:0032991]; recycling endosome [GO:0055037]; ruffle [GO:0001726]; somatodendritic compartment [GO:0036477]; synaptic vesicle [GO:0008021]; synaptic vesicle membrane [GO:0030672]; terminal bouton [GO:0043195]; zymogen granule membrane [GO:0042589]; G protein activity [GO:0003925]; GDP binding [GO:0019003]; GDP-dissociation inhibitor binding [GO:0051021]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; guanyl nucleotide binding [GO:0019001]; amyloid-beta clearance by transcytosis [GO:0150093]; early endosome to late endosome transport [GO:0045022]; endocytosis [GO:0006897]; intracellular protein transport [GO:0006886]; modulation by host of viral process [GO:0044788]; phagocytosis [GO:0006909]; positive regulation of exocytosis [GO:0045921]; receptor internalization involved in canonical Wnt signaling pathway [GO:2000286]; regulation of endosome size [GO:0051036]; regulation of filopodium assembly [GO:0051489]; regulation of long-term neuronal synaptic plasticity [GO:0048169]; regulation of synaptic vesicle exocytosis [GO:2000300]; synaptic vesicle recycling [GO:0036465]","G protein activity [GO:0003925]; GDP binding [GO:0019003]; GDP-dissociation inhibitor binding [GO:0051021]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; guanyl nucleotide binding [GO:0019001]","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P20339}; Lipid-anchor {ECO:0000250|UniProtKB:P20339}; Cytoplasmic side {ECO:0000250|UniProtKB:P18066}. Early endosome membrane {ECO:0000250|UniProtKB:P20339}; Lipid-anchor {ECO:0000250|UniProtKB:P20339}. Melanosome {ECO:0000269|PubMed:25869668}. Cytoplasmic vesicle {ECO:0000250|UniProtKB:P20339}. Cell projection, ruffle {ECO:0000250|UniProtKB:P18066}. Membrane {ECO:0000250|UniProtKB:P20339}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:P20339}. Cytoplasmic vesicle, phagosome membrane {ECO:0000269|PubMed:18425118}. Endosome membrane {ECO:0000250|UniProtKB:P20339}. Note=Enriched in stage I melanosomes. Alternates between membrane-bound and cytosolic forms. {ECO:0000250|UniProtKB:P20339}.","","Q9CQD1",15.19806129,15.2903789,15.46629955,15.63265447,0.480415559,-0.305256915,-0.305256915,0.480415559,0.99991031,"Rab5a"
"1327","Q9CQE8","Q9CQE8","reviewed","RTRAF_MOUSE","RNA transcription, translation and transport factor protein","RTRAF","Mus musculus (Mouse)",244,"negative regulation of protein kinase activity [GO:0006469]; positive regulation of transcription by RNA polymerase II [GO:0045944]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]","centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitotic spindle [GO:0072686]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; tRNA-splicing ligase complex [GO:0072669]","centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitotic spindle [GO:0072686]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; tRNA-splicing ligase complex [GO:0072669]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]; RNA polymerase II complex binding [GO:0000993]; negative regulation of protein kinase activity [GO:0006469]; positive regulation of transcription by RNA polymerase II [GO:0045944]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]","identical protein binding [GO:0042802]; RNA binding [GO:0003723]; RNA polymerase II complex binding [GO:0000993]","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9Y224}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q9Y224}. Cytoplasm, perinuclear region {ECO:0000250|UniProtKB:Q9Y224}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q9Y224}. Note=May localize at the centrosome during mitosis. Shuttles between the cytosol and the nucleus: enters into the nucleus in case of active transcription while it accumulates in cytosol when transcription level is low (By similarity). {ECO:0000250}.","","Q9CQE8",14.96051848,15.71430003,14.7965647,15.09927496,0.599220447,0.389489427,0.389489427,0.599220447,0.99991031,"RTRAF"
"1328","Q9CQH7","Q9CQH7","reviewed","BT3L4_MOUSE","Transcription factor BTF3 homolog 4 (Basic transcription factor 3-like 4)","Btf3l4","Mus musculus (Mouse)",158,"","","","","","","Q9CQH7",13.05211114,14.42109195,13.19972606,13.60592734,0.677262545,0.333774843,0.333774843,0.677262545,0.99991031,"Btf3l4"
"1329","Q9CQI3","Q9CQI3","reviewed","GMFB_MOUSE","Glia maturation factor beta (GMF-beta)","Gmfb","Mus musculus (Mouse)",142,"actin filament debranching [GO:0071846]; learning [GO:0007612]; locomotory behavior [GO:0007626]; negative regulation of Arp2/3 complex-mediated actin nucleation [GO:0034316]","","actin binding [GO:0003779]; Arp2/3 complex binding [GO:0071933]; growth factor activity [GO:0008083]; actin filament debranching [GO:0071846]; learning [GO:0007612]; locomotory behavior [GO:0007626]; negative regulation of Arp2/3 complex-mediated actin nucleation [GO:0034316]","actin binding [GO:0003779]; Arp2/3 complex binding [GO:0071933]; growth factor activity [GO:0008083]","","","Q9CQI3",12.47157705,13.98910932,12.47632675,13.93908859,0.982367765,0.022635513,0.022635513,0.982367765,0.99991031,"Gmfb"
"1330","Q9CQI6","Q9CQI6","reviewed","COTL1_MOUSE","Coactosin-like protein","Cotl1 Clp","Mus musculus (Mouse)",142,"defense response to fungus [GO:0050832]; regulation of actin filament polymerization [GO:0030833]","cortical actin cytoskeleton [GO:0030864]; cytosol [GO:0005829]; nucleus [GO:0005634]; site of polarized growth [GO:0030427]","cortical actin cytoskeleton [GO:0030864]; cytosol [GO:0005829]; nucleus [GO:0005634]; site of polarized growth [GO:0030427]; actin binding [GO:0003779]; actin filament binding [GO:0051015]; enzyme binding [GO:0019899]; defense response to fungus [GO:0050832]; regulation of actin filament polymerization [GO:0030833]","actin binding [GO:0003779]; actin filament binding [GO:0051015]; enzyme binding [GO:0019899]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q14019}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q14019}. Nucleus {ECO:0000250|UniProtKB:Q14019}.","","Q9CQI6",16.10244736,16.52989955,15.38242139,15.41301347,0.415462624,0.918456025,0.918456025,0.415462624,0.99991031,"Cotl1"
"1331","Q9CQN1","Q9CQN1","reviewed","TRAP1_MOUSE","Heat shock protein 75 kDa, mitochondrial (HSP 75) (TNFR-associated protein 1) (Tumor necrosis factor type 1 receptor-associated protein) (TRAP-1)","Trap1 Hsp75","Mus musculus (Mouse)",706,"negative regulation of cellular respiration [GO:1901856]; negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide [GO:1903751]; protein folding [GO:0006457]; translational attenuation [GO:0009386]","cell periphery [GO:0071944]; mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]","cell periphery [GO:0071944]; mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; protein kinase binding [GO:0019901]; RNA binding [GO:0003723]; unfolded protein binding [GO:0051082]; negative regulation of cellular respiration [GO:1901856]; negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide [GO:1903751]; protein folding [GO:0006457]; translational attenuation [GO:0009386]","ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; protein kinase binding [GO:0019901]; RNA binding [GO:0003723]; unfolded protein binding [GO:0051082]","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}. Mitochondrion inner membrane {ECO:0000250}. Mitochondrion matrix {ECO:0000250}.","","Q9CQN1",16.2819961,17.29375504,16.5478778,16.93985169,0.952272448,0.044010826,0.044010826,0.952272448,0.99991031,"Trap1"
"1332","Q9CQQ7","Q9CQQ7","reviewed","AT5F1_MOUSE","ATP synthase F(0) complex subunit B1, mitochondrial (ATP synthase peripheral stalk-membrane subunit b) (ATP synthase subunit b) (ATPase subunit b)","Atp5pb Atp5f1","Mus musculus (Mouse)",256,"proton motive force-driven ATP synthesis [GO:0015986]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]","mitochondrial inner membrane [GO:0005743]; mitochondrial proton-transporting ATP synthase complex [GO:0005753]; mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [GO:0000276]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]","mitochondrial inner membrane [GO:0005743]; mitochondrial proton-transporting ATP synthase complex [GO:0005753]; mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [GO:0000276]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]; protein-containing complex binding [GO:0044877]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton motive force-driven ATP synthesis [GO:0015986]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]","protein-containing complex binding [GO:0044877]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]","SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.","","Q9CQQ7",16.54384393,17.06281058,16.39099612,16.9404029,0.838782089,0.137627749,0.137627749,0.838782089,0.99991031,"Atp5pb"
"1333","Q9CQS4","Q9CQS4","reviewed","S2546_MOUSE","Mitochondrial outer membrane protein SLC25A46 (Solute carrier family 25 member 46)","Slc25a46","Mus musculus (Mouse)",418,"autophagy of mitochondrion [GO:0000422]; axon development [GO:0061564]; cerebellar Purkinje cell differentiation [GO:0021702]; cristae formation [GO:0042407]; dendrite development [GO:0016358]; locomotion involved in locomotory behavior [GO:0031987]; mitochondrial fission [GO:0000266]; mitochondrial membrane fission [GO:0090149]; mitochondrial transport [GO:0006839]; mitochondrion organization [GO:0007005]; myelination in peripheral nervous system [GO:0022011]; optic nerve development [GO:0021554]; peripheral nervous system neuron axonogenesis [GO:0048936]; phospholipid homeostasis [GO:0055091]; protein-containing complex assembly [GO:0065003]; respiratory chain complex IV assembly [GO:0008535]; synapse assembly [GO:0007416]","mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]","mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; protein-containing complex binding [GO:0044877]; autophagy of mitochondrion [GO:0000422]; axon development [GO:0061564]; cerebellar Purkinje cell differentiation [GO:0021702]; cristae formation [GO:0042407]; dendrite development [GO:0016358]; locomotion involved in locomotory behavior [GO:0031987]; mitochondrial fission [GO:0000266]; mitochondrial membrane fission [GO:0090149]; mitochondrial transport [GO:0006839]; mitochondrion organization [GO:0007005]; myelination in peripheral nervous system [GO:0022011]; optic nerve development [GO:0021554]; peripheral nervous system neuron axonogenesis [GO:0048936]; phospholipid homeostasis [GO:0055091]; protein-containing complex assembly [GO:0065003]; respiratory chain complex IV assembly [GO:0008535]; synapse assembly [GO:0007416]","protein-containing complex binding [GO:0044877]","SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250|UniProtKB:Q96AG3}; Multi-pass membrane protein {ECO:0000255}.","TRANSMEM 103..123; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 167..187; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 202..222; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 258..278; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 314..334; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 382..402; /note=Helical; Name=6; /evidence=ECO:0000255","Q9CQS4",17.27476033,18.64955091,17.53191445,17.16418021,0.4054416,0.614108285,0.614108285,0.4054416,0.99991031,"Slc25a46"
"1334","Q9CQV8","Q9CQV8","reviewed","1433B_MOUSE","14-3-3 protein beta/alpha (Protein kinase C inhibitor protein 1) (KCIP-1) [Cleaved into: 14-3-3 protein beta/alpha, N-terminally processed]","Ywhab","Mus musculus (Mouse)",246,"cytoplasmic sequestering of protein [GO:0051220]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of G protein-coupled receptor signaling pathway [GO:0045744]; negative regulation of protein dephosphorylation [GO:0035308]; protein targeting [GO:0006605]; signal transduction [GO:0007165]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; melanosome [GO:0042470]; perinuclear region of cytoplasm [GO:0048471]; protein-containing complex [GO:0032991]; transcription repressor complex [GO:0017053]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; melanosome [GO:0042470]; perinuclear region of cytoplasm [GO:0048471]; protein-containing complex [GO:0032991]; transcription repressor complex [GO:0017053]; enzyme binding [GO:0019899]; histone deacetylase binding [GO:0042826]; identical protein binding [GO:0042802]; phosphoprotein binding [GO:0051219]; phosphoserine residue binding [GO:0050815]; protein domain specific binding [GO:0019904]; protein kinase inhibitor activity [GO:0004860]; protein-containing complex binding [GO:0044877]; cytoplasmic sequestering of protein [GO:0051220]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of G protein-coupled receptor signaling pathway [GO:0045744]; negative regulation of protein dephosphorylation [GO:0035308]; protein targeting [GO:0006605]; signal transduction [GO:0007165]","enzyme binding [GO:0019899]; histone deacetylase binding [GO:0042826]; identical protein binding [GO:0042802]; phosphoprotein binding [GO:0051219]; phosphoserine residue binding [GO:0050815]; protein domain specific binding [GO:0019904]; protein kinase inhibitor activity [GO:0004860]; protein-containing complex binding [GO:0044877]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P31946}. Melanosome {ECO:0000250|UniProtKB:P31946}.","","Q9CQV8",15.60371258,16.1707075,15.65807644,15.35015,0.496233264,0.383096823,0.383096823,0.496233264,0.99991031,"Ywhab"
"1335","Q9CQX2","Q9CQX2","reviewed","CYB5B_MOUSE","Cytochrome b5 type B (Cytochrome b5 outer mitochondrial membrane isoform)","Cyb5b Cyb5m","Mus musculus (Mouse)",146,"nitric oxide biosynthetic process [GO:0006809]","intracellular membrane-bounded organelle [GO:0043231]; mitochondrial inner membrane [GO:0005743]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; nitric-oxide synthase complex [GO:1903958]","intracellular membrane-bounded organelle [GO:0043231]; mitochondrial inner membrane [GO:0005743]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; nitric-oxide synthase complex [GO:1903958]; enzyme activator activity [GO:0008047]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; nitrite reductase (NO-forming) activity [GO:0050421]; nitric oxide biosynthetic process [GO:0006809]","enzyme activator activity [GO:0008047]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; nitrite reductase (NO-forming) activity [GO:0050421]","SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250|UniProtKB:P04166}.","TRANSMEM 119..136; /note=Helical; /evidence=ECO:0000255","Q9CQX2",13.14421211,13.84343039,12.94319244,13.4314976,0.72563609,0.306476227,0.306476227,0.72563609,0.99991031,"Cyb5b"
"1336","Q9CR57","Q9CR57","reviewed","RL14_MOUSE","Large ribosomal subunit protein eL14 (60S ribosomal protein L14)","Rpl14","Mus musculus (Mouse)",217,"cytoplasmic translation [GO:0002181]; ribosomal large subunit biogenesis [GO:0042273]; rRNA processing [GO:0006364]; translation at postsynapse [GO:0140242]; translation at presynapse [GO:0140236]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; postsynapse [GO:0098794]; postsynaptic density [GO:0014069]; presynapse [GO:0098793]; ribosome [GO:0005840]; synapse [GO:0045202]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; postsynapse [GO:0098794]; postsynaptic density [GO:0014069]; presynapse [GO:0098793]; ribosome [GO:0005840]; synapse [GO:0045202]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; ribosomal large subunit biogenesis [GO:0042273]; rRNA processing [GO:0006364]; translation at postsynapse [GO:0140242]; translation at presynapse [GO:0140236]","RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:36517592}.","","Q9CR57",16.43172611,17.59127397,16.40046255,16.72107248,0.477461211,0.450732525,0.450732525,0.477461211,0.99991031,"Rpl14"
"1337","Q9CR62","Q9CR62","reviewed","M2OM_MOUSE","Mitochondrial 2-oxoglutarate/malate carrier protein (OGCP) (alpha-oxoglutarate carrier) (Solute carrier family 25 member 11) (SLC25A11)","Slc25a11","Mus musculus (Mouse)",314,"gluconeogenesis [GO:0006094]; lipid transport [GO:0006869]; malate transmembrane transport [GO:0071423]; oxaloacetate transport [GO:0015729]; phosphate ion transmembrane transport [GO:0035435]; succinate transmembrane transport [GO:0071422]; sulfate transport [GO:0008272]; thiosulfate transport [GO:0015709]","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; alpha-ketoglutarate transmembrane transporter activity [GO:0015139]; antiporter activity [GO:0015297]; malate transmembrane transporter activity [GO:0015140]; oxaloacetate transmembrane transporter activity [GO:0015131]; oxoglutarate:malate antiporter activity [GO:0015367]; succinate transmembrane transporter activity [GO:0015141]; sulfate transmembrane transporter activity [GO:0015116]; thiosulfate transmembrane transporter activity [GO:0015117]; gluconeogenesis [GO:0006094]; lipid transport [GO:0006869]; malate transmembrane transport [GO:0071423]; oxaloacetate transport [GO:0015729]; phosphate ion transmembrane transport [GO:0035435]; succinate transmembrane transport [GO:0071422]; sulfate transport [GO:0008272]; thiosulfate transport [GO:0015709]","alpha-ketoglutarate transmembrane transporter activity [GO:0015139]; antiporter activity [GO:0015297]; malate transmembrane transporter activity [GO:0015140]; oxaloacetate transmembrane transporter activity [GO:0015131]; oxoglutarate:malate antiporter activity [GO:0015367]; succinate transmembrane transporter activity [GO:0015141]; sulfate transmembrane transporter activity [GO:0015116]; thiosulfate transmembrane transporter activity [GO:0015117]","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P97700}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P97700}.","TRANSMEM 24..42; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 83..101; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 119..140; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 183..202; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 222..240; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 281..300; /note=Helical; Name=6; /evidence=ECO:0000255","Q9CR62",16.02077122,16.58390103,16.08095772,16.33175336,0.884287162,0.095980581,0.095980581,0.884287162,0.99991031,"Slc25a11"
