"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016860","GO:0016860","intramolecular oxidoreductase activity","1/92","79/30629",0.211759568668472,0.304786893632657,0.224193276229475,"P42125",1
"GO:0051721","GO:0051721","protein phosphatase 2A binding","1/92","79/30629",0.211759568668472,0.304786893632657,0.224193276229475,"P10637",1
"GO:0047485","GO:0047485","protein N-terminus binding","2/92","287/30629",0.213346481749557,0.305306172158849,0.224575243946902,"O35129/P48193",2
"GO:0016790","GO:0016790","thiolester hydrolase activity","1/92","81/30629",0.216500001430295,0.308048573463677,0.226592482699978,"Q8VHQ9",1
"GO:0005246","GO:0005246","calcium channel regulator activity","1/92","83/30629",0.221212233534198,0.312965034943269,0.230208903319082,"P70302",1
"GO:0005504","GO:0005504","fatty acid binding","1/92","85/30629",0.22589643091213,0.317786504503505,0.233755450364024,"P53395",1
"GO:0008168","GO:0008168","methyltransferase activity","2/92","301/30629",0.228786186509126,0.320043597981867,0.235415709358888,"Q8BMS4/Q8WTY4",2
"GO:0016741","GO:0016741","transferase activity, transferring one-carbon groups","2/92","317/30629",0.246524367524255,0.342930544768378,0.252250749480861,"Q8BMS4/Q8WTY4",2
"GO:0016709","GO:0016709","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen","1/92","96/30629",0.251165719631212,0.343627825209735,0.252763650756686,"Q8R1S0",1
"GO:0016836","GO:0016836","hydro-lyase activity","1/92","96/30629",0.251165719631212,0.343627825209735,0.252763650756686,"P42125",1
"GO:0051879","GO:0051879","Hsp90 protein binding","1/92","96/30629",0.251165719631212,0.343627825209735,0.252763650756686,"P10637",1
"GO:0015179","GO:0015179","L-amino acid transmembrane transporter activity","1/92","100/30629",0.26015079918177,0.353975677575195,0.260375260613333,"Q9D6M3",1
"GO:0002020","GO:0002020","protease binding","2/92","332/30629",0.263203115673667,0.356182477188821,0.261998524755252,"Q9DC70/P70302",2
"GO:0016747","GO:0016747","acyltransferase activity, transferring groups other than amino-acyl groups","2/92","335/30629",0.266541245211786,0.357193913492587,0.262742510875968,"Q91VT4/P53395",2
"GO:0000049","GO:0000049","tRNA binding","1/92","103/30629",0.266819549837836,0.357193913492587,0.262742510875968,"Q8BYL4",1
"GO:0051287","GO:0051287","NAD binding","1/92","108/30629",0.277802254925546,0.369907815382144,0.272094524948184,"P50247",1
"GO:0016597","GO:0016597","amino acid binding","1/92","110/30629",0.282149631408585,0.371720942966866,0.273428214230542,"Q8BYL4",1
"GO:0043394","GO:0043394","proteoglycan binding","1/92","110/30629",0.282149631408585,0.371720942966866,0.273428214230542,"Q80U63",1
"GO:0015370","GO:0015370","solute:sodium symporter activity","1/92","111/30629",0.28431360250562,0.372600458020523,0.274075162526193,"O88343",1
"GO:0003724","GO:0003724","RNA helicase activity","1/92","120/30629",0.303501245995914,0.395663928026087,0.291040048516335,"P97855",1
"GO:0016835","GO:0016835","carbon-oxygen lyase activity","1/92","121/30629",0.30560154051125,0.396326997850527,0.291527785356126,"P42125",1
"GO:0003678","GO:0003678","DNA helicase activity","1/92","122/30629",0.307695570217326,0.396975113907327,0.292004522595117,"P97855",1
"GO:0008186","GO:0008186","ATP-dependent activity, acting on RNA","1/92","123/30629",0.309783353596223,0.397608531162162,0.292470447779396,"P97855",1
"GO:0005507","GO:0005507","copper ion binding","1/92","127/30629",0.31807239159767,0.406153976963178,0.298756254456111,"P50247",1
"GO:0035254","GO:0035254","glutamate receptor binding","1/92","131/30629",0.326262952976448,0.414487118832324,0.3048858959071,"Q811D0",1
"GO:0015171","GO:0015171","amino acid transmembrane transporter activity","1/92","135/30629",0.334356194963491,0.422612652517306,0.310862826201697,"Q9D6M3",1
"GO:0017022","GO:0017022","myosin binding","1/92","145/30629",0.354171000976176,0.445396864863979,0.32762229755372,"A2A5R2",1
"GO:0003725","GO:0003725","double-stranded RNA binding","1/92","148/30629",0.360000852916394,0.448518610149122,0.329918571828143,"Q8BGD9",1
"GO:0005516","GO:0005516","calmodulin binding","2/92","420/30629",0.360272348943492,0.448518610149122,0.329918571828143,"P48193/P39447",2
"GO:0004722","GO:0004722","protein serine/threonine phosphatase activity","1/92","150/30629",0.363858470884027,0.448518610149122,0.329918571828143,"Q9D880",1
"GO:0033293","GO:0033293","monocarboxylic acid binding","1/92","150/30629",0.363858470884027,0.448518610149122,0.329918571828143,"P53395",1
"GO:0043621","GO:0043621","protein self-association","1/92","153/30629",0.369601813940571,0.453353949119222,0.333475320848635,"P50247",1
"GO:0016407","GO:0016407","acetyltransferase activity","1/92","154/30629",0.371504840358653,0.453454437496591,0.333549237473713,"P53395",1
"GO:0048029","GO:0048029","monosaccharide binding","1/92","155/30629",0.373402184236815,0.453547043292522,0.333617355877822,"P17710",1
"GO:0005200","GO:0005200","structural constituent of cytoskeleton","1/92","157/30629",0.377179891454194,0.45591161636939,0.335356674057383,"P68368",1
"GO:0035091","GO:0035091","phosphatidylinositol binding","2/92","450/30629",0.392453504932429,0.472081752310023,0.347251003601539,"Q9Z329/P48193",2
"GO:0043178","GO:0043178","alcohol binding","1/92","168/30629",0.397558113055546,0.475922933417457,0.35007647607118,"Q9Z329",1
"GO:0030246","GO:0030246","carbohydrate binding","2/92","461/30629",0.404078141338978,0.479828377006364,0.352949218343299,"Q149M0/P17710",2
"GO:0003727","GO:0003727","single-stranded RNA binding","1/92","173/30629",0.406601556419047,0.479828377006364,0.352949218343299,"Q8BGD9",1
"GO:0032182","GO:0032182","ubiquitin-like protein binding","1/92","173/30629",0.406601556419047,0.479828377006364,0.352949218343299,"Q9CY58",1
"GO:0015078","GO:0015078","proton transmembrane transporter activity","1/92","175/30629",0.410181218552478,0.481769450092298,0.3543770209937,"P99028",1
"GO:0004725","GO:0004725","protein tyrosine phosphatase activity","1/92","180/30629",0.41903719549648,0.489860383467716,0.360328500204534,"Q9D880",1
"GO:0051117","GO:0051117","ATPase binding","1/92","186/30629",0.429490897197204,0.499734735523849,0.3675918156041,"Q8C8R3",1
"GO:0004519","GO:0004519","endonuclease activity","1/92","193/30629",0.441451912317901,0.511262912405383,0.376071641338138,"P97855",1
"GO:0008094","GO:0008094","ATP-dependent activity, acting on DNA","1/92","196/30629",0.446501813541078,0.514717368387631,0.378612648909101,"P97855",1
"GO:0097110","GO:0097110","scaffold protein binding","1/92","201/30629",0.454818146487768,0.521888103573521,0.383887254372406,"Q9Z329",1
"GO:0099094","GO:0099094","ligand-gated cation channel activity","1/92","205/30629",0.461382122226425,0.526991506579724,0.387641184294534,"Q9Z329",1
"GO:0051219","GO:0051219","phosphoprotein binding","1/92","208/30629",0.466253746982988,0.530124123282028,0.389945455299399,"P48193",1
"GO:0003697","GO:0003697","single-stranded DNA binding","1/92","217/30629",0.48060863510493,0.540823353316998,0.397815529389802,"Q6PB66",1
"GO:0019842","GO:0019842","vitamin binding","1/92","217/30629",0.48060863510493,0.540823353316998,0.397815529389802,"Q60597",1
"GO:0016810","GO:0016810","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","1/92","218/30629",0.482179857174191,0.540823353316998,0.397815529389802,"O08739",1
"GO:0052689","GO:0052689","carboxylic ester hydrolase activity","1/92","224/30629",0.491508940994468,0.548075169961907,0.403149776256064,"Q8VHQ9",1
"GO:0004497","GO:0004497","monooxygenase activity","1/92","225/30629",0.493047542455692,0.548075169961907,0.403149776256064,"Q8R1S0",1
"GO:0008757","GO:0008757","S-adenosylmethionine-dependent methyltransferase activity","1/92","230/30629",0.50067174566485,0.554076731869101,0.407564368400861,"Q8BMS4",1
"GO:0030165","GO:0030165","PDZ domain binding","1/92","236/30629",0.509671202908175,0.561540396124494,0.413054444834758,"Q811D0",1
"GO:0016853","GO:0016853","isomerase activity","1/92","242/30629",0.518510193321407,0.568762282541984,0.418366675807673,"P42125",1
"GO:0004386","GO:0004386","helicase activity","1/92","255/30629",0.53712426593165,0.585559135444014,0.430722001975305,"P97855",1
"GO:0015081","GO:0015081","sodium ion transmembrane transporter activity","1/92","256/30629",0.538526273159354,0.585559135444014,0.430722001975305,"O88343",1
"GO:0015276","GO:0015276","ligand-gated ion channel activity","1/92","263/30629",0.548223403448194,0.590244730399631,0.434168603210889,"Q9Z329",1
"GO:0017124","GO:0017124","SH3 domain binding","1/92","263/30629",0.548223403448194,0.590244730399631,0.434168603210889,"P10637",1
"GO:0042826","GO:0042826","histone deacetylase binding","1/92","265/30629",0.55095680045341,0.590244730399631,0.434168603210889,"Q91ZP3",1
"GO:0022834","GO:0022834","ligand-gated channel activity","1/92","266/30629",0.552317358165117,0.590244730399631,0.434168603210889,"Q9Z329",1
"GO:0019838","GO:0019838","growth factor binding","1/92","283/30629",0.574832709057703,0.611680959638325,0.44993653340549,"P38647",1
"GO:0070851","GO:0070851","growth factor receptor binding","1/92","289/30629",0.582508836775962,0.617211490881764,0.454004647699966,"Q9D880",1
"GO:0015079","GO:0015079","potassium ion transmembrane transporter activity","1/92","292/30629",0.586295332646108,0.618591261986784,0.455019571277533,"Q9WVL3",1
"GO:0004721","GO:0004721","phosphoprotein phosphatase activity","1/92","294/30629",0.588800771098891,0.618613468369721,0.455035905712667,"Q9D880",1
"GO:0016829","GO:0016829","lyase activity","1/92","296/30629",0.591291200293711,0.618619785181236,0.455040552194187,"P42125",1
"GO:0140030","GO:0140030","modification-dependent protein binding","1/92","303/30629",0.59989078384949,0.624990816646539,0.459726916493333,"Q8C8R3",1
"GO:0004518","GO:0004518","nuclease activity","1/92","311/30629",0.609499890927649,0.632177193861582,0.465013027824626,"P97855",1
"GO:0031406","GO:0031406","carboxylic acid binding","1/92","313/30629",0.611866280002575,0.632177193861582,0.465013027824626,"P53395",1
"GO:0016705","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","1/92","346/30629",0.64892514415167,0.667695706172586,0.491139517539759,"Q8R1S0",1
"GO:0005085","GO:0005085","guanyl-nucleotide exchange factor activity","1/92","369/30629",0.672661942227009,0.689270879072121,0.507009651061293,"A2A5R2",1
"GO:0140097","GO:0140097","catalytic activity, acting on DNA","1/92","388/30629",0.691067689608578,0.705228912756295,0.518747963726888,"P97855",1
"GO:0005539","GO:0005539","glycosaminoglycan binding","1/92","434/30629",0.731497053942604,0.743439862986564,0.546854940433998,"P17710",1
"GO:0003713","GO:0003713","transcription coactivator activity","1/92","448/30629",0.7427286181854,0.749533199192476,0.551337039355277,"Q91ZP3",1
"GO:0042393","GO:0042393","histone binding","1/92","449/30629",0.74351285221101,0.749533199192476,0.551337039355277,"Q64516",1
"GO:0051015","GO:0051015","actin filament binding","1/92","453/30629",0.746626212175628,0.749636801740853,0.551413246683189,"Q922B9",1
"GO:0031267","GO:0031267","small GTPase binding","1/92","493/30629",0.775775180938634,0.775775180938634,0.570639955541417,"Q80U63",1
