"","Entry","From","Reviewed","Entry.Name","Protein.names","Gene.Names","Organism","Length","Gene.Ontology..biological.process.","Gene.Ontology..GO.","Gene.Ontology..molecular.function.","Gene.Ontology..cellular.component.","Subcellular.location..CC.","Transmembrane","Protein","POS_F.1","POS_F.2","POS_M.1","POS_M.2","pvalue","log2FC","imputed_log2FC","imputed_Pvalue","imputed_adjPvalue","Gene"
"1233","Q921C5","Q921C5","reviewed","BICD2_MOUSE","Protein bicaudal D homolog 2 (Bic-D 2)","Bicd2 Kiaa0699","Mus musculus (Mouse)",820,"centrosome localization [GO:0051642]; microtubule anchoring at microtubule organizing center [GO:0072393]; microtubule-based movement [GO:0007018]; minus-end-directed organelle transport along microtubule [GO:0072385]; mRNA transport [GO:0051028]; protein localization to Golgi apparatus [GO:0034067]; protein transport [GO:0015031]; regulation of microtubule cytoskeleton organization [GO:0070507]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]","annulate lamellae [GO:0005642]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; nuclear envelope [GO:0005635]; nuclear pore [GO:0005643]; plasma membrane [GO:0005886]; cytoskeletal anchor activity [GO:0008093]; dynactin binding [GO:0034452]; dynein complex binding [GO:0070840]; dynein light intermediate chain binding [GO:0051959]; small GTPase binding [GO:0031267]; centrosome localization [GO:0051642]; microtubule anchoring at microtubule organizing center [GO:0072393]; microtubule-based movement [GO:0007018]; minus-end-directed organelle transport along microtubule [GO:0072385]; mRNA transport [GO:0051028]; protein localization to Golgi apparatus [GO:0034067]; protein transport [GO:0015031]; regulation of microtubule cytoskeleton organization [GO:0070507]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]","cytoskeletal anchor activity [GO:0008093]; dynactin binding [GO:0034452]; dynein complex binding [GO:0070840]; dynein light intermediate chain binding [GO:0051959]; small GTPase binding [GO:0031267]","annulate lamellae [GO:0005642]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; nuclear envelope [GO:0005635]; nuclear pore [GO:0005643]; plasma membrane [GO:0005886]","SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000269|PubMed:11483508, ECO:0000269|PubMed:12447383, ECO:0000269|PubMed:25962623}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:11483508}. Cytoplasm {ECO:0000250|UniProtKB:Q8TD16}. Nucleus, nuclear pore complex {ECO:0000250|UniProtKB:Q8TD16}. Nucleus envelope {ECO:0000250|UniProtKB:Q8TD16}. Note=In interphase cells mainly localizes to the Golgi complex and colocalizes with dynactin at microtubule plus ends (PubMed:11483508). Localizes to the nuclear envelope and cytoplasmic stacks of nuclear pore complex known as annulate lamellae in a RANBP2-dependent manner during G2 phase of the cell cycle (By similarity). {ECO:0000250|UniProtKB:Q8TD16, ECO:0000269|PubMed:11483508}.","","Q921C5",13.51224245,15.11791134,14.93303251,14.44469193,0.593136372,-0.373785324,-0.373785324,0.593136372,0.992111037,"Bicd2"
"1234","Q921F2","Q921F2","reviewed","TADBP_MOUSE","TAR DNA-binding protein 43 (TDP-43)","Tardbp Tdp43","Mus musculus (Mouse)",414,"3'-UTR-mediated mRNA destabilization [GO:0061158]; 3'-UTR-mediated mRNA stabilization [GO:0070935]; amyloid fibril formation [GO:1990000]; gene expression [GO:0010467]; mRNA processing [GO:0006397]; negative regulation by host of viral transcription [GO:0043922]; negative regulation of gene expression [GO:0010629]; negative regulation of protein phosphorylation [GO:0001933]; nuclear inner membrane organization [GO:0071765]; positive regulation of insulin secretion [GO:0032024]; positive regulation of protein import into nucleus [GO:0042307]; regulation of apoptotic process [GO:0042981]; regulation of cell cycle [GO:0051726]; regulation of circadian rhythm [GO:0042752]; regulation of gene expression [GO:0010468]; regulation of protein stability [GO:0031647]; response to endoplasmic reticulum stress [GO:0034976]; rhythmic process [GO:0048511]; RNA splicing [GO:0008380]","cytoplasmic stress granule [GO:0010494]; interchromatin granule [GO:0035061]; intracellular non-membrane-bounded organelle [GO:0043232]; mitochondrion [GO:0005739]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perichromatin fibrils [GO:0005726]; DNA binding [GO:0003677]; double-stranded DNA binding [GO:0003690]; identical protein binding [GO:0042802]; lipid binding [GO:0008289]; molecular condensate scaffold activity [GO:0140693]; mRNA 3'-UTR binding [GO:0003730]; pre-mRNA intronic binding [GO:0097157]; RNA binding [GO:0003723]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; 3'-UTR-mediated mRNA destabilization [GO:0061158]; 3'-UTR-mediated mRNA stabilization [GO:0070935]; amyloid fibril formation [GO:1990000]; gene expression [GO:0010467]; mRNA processing [GO:0006397]; negative regulation by host of viral transcription [GO:0043922]; negative regulation of gene expression [GO:0010629]; negative regulation of protein phosphorylation [GO:0001933]; nuclear inner membrane organization [GO:0071765]; positive regulation of insulin secretion [GO:0032024]; positive regulation of protein import into nucleus [GO:0042307]; regulation of apoptotic process [GO:0042981]; regulation of cell cycle [GO:0051726]; regulation of circadian rhythm [GO:0042752]; regulation of gene expression [GO:0010468]; regulation of protein stability [GO:0031647]; response to endoplasmic reticulum stress [GO:0034976]; rhythmic process [GO:0048511]; RNA splicing [GO:0008380]","DNA binding [GO:0003677]; double-stranded DNA binding [GO:0003690]; identical protein binding [GO:0042802]; lipid binding [GO:0008289]; molecular condensate scaffold activity [GO:0140693]; mRNA 3'-UTR binding [GO:0003730]; pre-mRNA intronic binding [GO:0097157]; RNA binding [GO:0003723]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]","cytoplasmic stress granule [GO:0010494]; interchromatin granule [GO:0035061]; intracellular non-membrane-bounded organelle [GO:0043232]; mitochondrion [GO:0005739]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perichromatin fibrils [GO:0005726]","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q13148}. Cytoplasm {ECO:0000269|PubMed:30464263}. Cytoplasm, Stress granule {ECO:0000250|UniProtKB:Q13148}. Mitochondrion {ECO:0000250|UniProtKB:Q13148}. Note=Continuously travels in and out of the nucleus. Localizes to stress granules in response to oxidative stress. A small subset localizes in mitochondria. {ECO:0000250|UniProtKB:Q13148}.","","Q921F2",13.31698856,14.83145909,14.54836134,14.54481106,0.434390355,-0.472362372,-0.472362372,0.434390355,0.992111037,"Tardbp"
"1235","Q921H8","Q921H8","reviewed","THIKA_MOUSE","3-ketoacyl-CoA thiolase A, peroxisomal (EC 2.3.1.16) (Acetyl-CoA C-myristoyltransferase) (EC 2.3.1.155) (Acetyl-CoA acyltransferase A) (EC 2.3.1.9) (Beta-ketothiolase A) (Peroxisomal 3-oxoacyl-CoA thiolase A)","Acaa1a Acaa1","Mus musculus (Mouse)",424,"bile acid metabolic process [GO:0008206]; fatty acid beta-oxidation [GO:0006635]; fatty acid beta-oxidation using acyl-CoA oxidase [GO:0033540]; fatty acid metabolic process [GO:0006631]; phenylacetate catabolic process [GO:0010124]; response to nutrient [GO:0007584]; response to steroid hormone [GO:0048545]; very long-chain fatty acid metabolic process [GO:0000038]","mitochondrion [GO:0005739]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]; acetate CoA-transferase activity [GO:0008775]; acetyl-CoA C-acetyltransferase activity [GO:0003985]; acetyl-CoA C-acyltransferase activity [GO:0003988]; acetyl-CoA C-myristoyltransferase activity [GO:0050633]; palmitoyl-CoA oxidase activity [GO:0016401]; bile acid metabolic process [GO:0008206]; fatty acid beta-oxidation [GO:0006635]; fatty acid beta-oxidation using acyl-CoA oxidase [GO:0033540]; fatty acid metabolic process [GO:0006631]; phenylacetate catabolic process [GO:0010124]; response to nutrient [GO:0007584]; response to steroid hormone [GO:0048545]; very long-chain fatty acid metabolic process [GO:0000038]","acetate CoA-transferase activity [GO:0008775]; acetyl-CoA C-acetyltransferase activity [GO:0003985]; acetyl-CoA C-acyltransferase activity [GO:0003988]; acetyl-CoA C-myristoyltransferase activity [GO:0050633]; palmitoyl-CoA oxidase activity [GO:0016401]","mitochondrion [GO:0005739]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]","SUBCELLULAR LOCATION: Peroxisome {ECO:0000250|UniProtKB:P09110}. Note=Transported into peroxisomes following association with PEX7. {ECO:0000250|UniProtKB:P09110}.","","Q921H8",15.09065002,16.10621531,16.7778974,16.03891899,0.186350685,-0.809975528,-0.809975528,0.186350685,0.992111037,"Acaa1a"
"1236","Q921M4","Q921M4","reviewed","GOGA2_MOUSE","Golgin subfamily A member 2 (130 kDa cis-Golgi matrix protein) (GM130)","Golga2","Mus musculus (Mouse)",999,"asymmetric cell division [GO:0008356]; axonogenesis [GO:0007409]; centrosome cycle [GO:0007098]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi disassembly [GO:0090166]; Golgi localization [GO:0051645]; Golgi organization [GO:0007030]; Golgi ribbon formation [GO:0090161]; meiotic spindle assembly [GO:0090306]; microtubule nucleation [GO:0007020]; mitotic spindle assembly [GO:0090307]; negative regulation of autophagy [GO:0010507]; positive regulation of axonogenesis [GO:0050772]; positive regulation of protein glycosylation [GO:0060050]; protein glycosylation [GO:0006486]; protein homotetramerization [GO:0051289]; protein transport [GO:0015031]; spindle assembly [GO:0051225]","cis-Golgi network [GO:0005801]; COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; Golgi apparatus [GO:0005794]; Golgi cis cisterna [GO:0000137]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; microtubule [GO:0005874]; mitotic spindle [GO:0072686]; neuronal cell body [GO:0043025]; perinuclear region of cytoplasm [GO:0048471]; protein-containing complex [GO:0032991]; spindle pole [GO:0000922]; identical protein binding [GO:0042802]; importin-alpha family protein binding [GO:0061676]; microtubule binding [GO:0008017]; protein kinase binding [GO:0019901]; protein-containing complex binding [GO:0044877]; syntaxin binding [GO:0019905]; asymmetric cell division [GO:0008356]; axonogenesis [GO:0007409]; centrosome cycle [GO:0007098]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi disassembly [GO:0090166]; Golgi localization [GO:0051645]; Golgi organization [GO:0007030]; Golgi ribbon formation [GO:0090161]; meiotic spindle assembly [GO:0090306]; microtubule nucleation [GO:0007020]; mitotic spindle assembly [GO:0090307]; negative regulation of autophagy [GO:0010507]; positive regulation of axonogenesis [GO:0050772]; positive regulation of protein glycosylation [GO:0060050]; protein glycosylation [GO:0006486]; protein homotetramerization [GO:0051289]; protein transport [GO:0015031]; spindle assembly [GO:0051225]","identical protein binding [GO:0042802]; importin-alpha family protein binding [GO:0061676]; microtubule binding [GO:0008017]; protein kinase binding [GO:0019901]; protein-containing complex binding [GO:0044877]; syntaxin binding [GO:0019905]","cis-Golgi network [GO:0005801]; COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; Golgi apparatus [GO:0005794]; Golgi cis cisterna [GO:0000137]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; microtubule [GO:0005874]; mitotic spindle [GO:0072686]; neuronal cell body [GO:0043025]; perinuclear region of cytoplasm [GO:0048471]; protein-containing complex [GO:0032991]; spindle pole [GO:0000922]","SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network membrane {ECO:0000250|UniProtKB:Q08379}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q08379}; Cytoplasmic side {ECO:0000250|UniProtKB:Q08379}. Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000250|UniProtKB:Q08379}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q08379}; Cytoplasmic side {ECO:0000250|UniProtKB:Q08379}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250|UniProtKB:Q08379}. Note=Associates with the mitotic spindle during mitosis. {ECO:0000250|UniProtKB:Q08379, ECO:0000250|UniProtKB:Q62839}.","","Q921M4",13.62616532,14.93447411,14.5372184,14.23729801,0.829043636,-0.106938487,-0.106938487,0.829043636,0.992111037,"Golga2"
"1237","Q921X9","Q921X9","reviewed","PDIA5_MOUSE","Protein disulfide-isomerase A5 (EC 5.3.4.1) (Protein disulfide isomerase-related protein)","Pdia5 Pdir","Mus musculus (Mouse)",517,"protein folding [GO:0006457]","endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; protein disulfide isomerase activity [GO:0003756]; protein-disulfide reductase activity [GO:0015035]; protein folding [GO:0006457]","protein disulfide isomerase activity [GO:0003756]; protein-disulfide reductase activity [GO:0015035]","endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]","SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000255|PROSITE-ProRule:PRU10138}.","","Q921X9",12.94053384,15.54547735,15.93693694,13.91167286,0.601178933,-0.681299304,-0.681299304,0.601178933,0.992111037,"Pdia5"
"1238","Q922B2","Q922B2","reviewed","SYDC_MOUSE","Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)","Dars1 Dars","Mus musculus (Mouse)",501,"aspartyl-tRNA aminoacylation [GO:0006422]","aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; synapse [GO:0045202]; aspartate-tRNA ligase activity [GO:0004815]; ATP binding [GO:0005524]; RNA binding [GO:0003723]; aspartyl-tRNA aminoacylation [GO:0006422]","aspartate-tRNA ligase activity [GO:0004815]; ATP binding [GO:0005524]; RNA binding [GO:0003723]","aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; synapse [GO:0045202]","SUBCELLULAR LOCATION: Cytoplasm.","","Q922B2",15.50491287,16.48600221,16.16873358,16.32523679,0.49624033,-0.251527644,-0.251527644,0.49624033,0.992111037,"Dars1"
"1239","Q922B9","Q922B9","reviewed","ITPI2_MOUSE","Protein ITPRID2 (ITPR-interacting domain-containing protein 2) (Ki-ras-induced actin-interacting protein) (Sperm-specific antigen 2 homolog)","Itprid2 Kiaa1927 Krap Ssfa2","Mus musculus (Mouse)",1252,"","cytosol [GO:0005829]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; actin filament binding [GO:0051015]; signaling receptor binding [GO:0005102]","actin filament binding [GO:0051015]; signaling receptor binding [GO:0005102]","cytosol [GO:0005829]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14673706}. Note=Located near the plasma membrane. Associated with actin filaments. May also exist as a membrane-bound form with extracellular regions (By similarity). {ECO:0000250}.","","Q922B9",13.78648699,14.99796815,15.02880129,15.00315949,0.27051733,-0.62375282,-0.62375282,0.27051733,0.992111037,"Itprid2"
"1240","Q922D4","Q922D4","reviewed","PP6R3_MOUSE","Serine/threonine-protein phosphatase 6 regulatory subunit 3 (SAPS domain family member 3)","Ppp6r3 D19Ertd703e Kiaa1558 Pp6r3 Saps3","Mus musculus (Mouse)",844,"","cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein phosphatase binding [GO:0019903]; protein phosphatase regulator activity [GO:0019888]","protein phosphatase binding [GO:0019903]; protein phosphatase regulator activity [GO:0019888]","cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]","SUBCELLULAR LOCATION: Cytoplasm. Nucleus {ECO:0000250}.","","Q922D4",12.52460906,14.18444727,13.79970667,13.68690894,0.597463927,-0.388779641,-0.388779641,0.597463927,0.992111037,"Ppp6r3"
"1241","Q922D8","Q922D8","reviewed","C1TC_MOUSE","C-1-tetrahydrofolate synthase, cytoplasmic (C1-THF synthase) [Cleaved into: C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed] [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9); Formyltetrahydrofolate synthetase (EC 6.3.4.3)]","Mthfd1","Mus musculus (Mouse)",935,"10-formyltetrahydrofolate biosynthetic process [GO:0009257]; heart development [GO:0007507]; histidine biosynthetic process [GO:0000105]; methionine biosynthetic process [GO:0009086]; methionine metabolic process [GO:0006555]; neural tube closure [GO:0001843]; neutrophil homeostasis [GO:0001780]; one-carbon metabolic process [GO:0006730]; purine nucleotide biosynthetic process [GO:0006164]; purine ribonucleotide biosynthetic process [GO:0009152]; serine family amino acid biosynthetic process [GO:0009070]; serine family amino acid metabolic process [GO:0009069]; somite development [GO:0061053]; tetrahydrofolate interconversion [GO:0035999]; transsulfuration [GO:0019346]","cytosol [GO:0005829]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; formate-tetrahydrofolate ligase activity [GO:0004329]; methenyltetrahydrofolate cyclohydrolase activity [GO:0004477]; methylenetetrahydrofolate dehydrogenase (NAD+) activity [GO:0004487]; methylenetetrahydrofolate dehydrogenase (NADP+) activity [GO:0004488]; methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity [GO:0004486]; 10-formyltetrahydrofolate biosynthetic process [GO:0009257]; heart development [GO:0007507]; histidine biosynthetic process [GO:0000105]; methionine biosynthetic process [GO:0009086]; methionine metabolic process [GO:0006555]; neural tube closure [GO:0001843]; neutrophil homeostasis [GO:0001780]; one-carbon metabolic process [GO:0006730]; purine nucleotide biosynthetic process [GO:0006164]; purine ribonucleotide biosynthetic process [GO:0009152]; serine family amino acid biosynthetic process [GO:0009070]; serine family amino acid metabolic process [GO:0009069]; somite development [GO:0061053]; tetrahydrofolate interconversion [GO:0035999]; transsulfuration [GO:0019346]","ATP binding [GO:0005524]; formate-tetrahydrofolate ligase activity [GO:0004329]; methenyltetrahydrofolate cyclohydrolase activity [GO:0004477]; methylenetetrahydrofolate dehydrogenase (NAD+) activity [GO:0004487]; methylenetetrahydrofolate dehydrogenase (NADP+) activity [GO:0004488]; methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity [GO:0004486]","cytosol [GO:0005829]; mitochondrion [GO:0005739]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305|PubMed:15611115}.","","Q922D8",13.17459804,14.69116576,14.69954015,14.61456151,0.21303195,-0.724168928,-0.724168928,0.21303195,0.992111037,"Mthfd1"
"1242","Q922E4","Q922E4","reviewed","PCY2_MOUSE","Ethanolamine-phosphate cytidylyltransferase (EC 2.7.7.14) (CTP:phosphoethanolamine cytidylyltransferase) (Phosphorylethanolamine transferase)","Pcyt2","Mus musculus (Mouse)",404,"phosphatidylethanolamine biosynthetic process [GO:0006646]","cytoplasm [GO:0005737]; ethanolamine-phosphate cytidylyltransferase activity [GO:0004306]; phosphatidylethanolamine biosynthetic process [GO:0006646]","ethanolamine-phosphate cytidylyltransferase activity [GO:0004306]","cytoplasm [GO:0005737]","","","Q922E4",14.67236838,16.27155274,15.68017902,15.58220836,0.805490099,-0.159233128,-0.159233128,0.805490099,0.992111037,"Pcyt2"
"1243","Q922F4","Q922F4","reviewed","TBB6_MOUSE","Tubulin beta-6 chain","Tubb6","Mus musculus (Mouse)",447,"microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]","cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; mitotic spindle [GO:0072686]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; structural constituent of cytoskeleton [GO:0005200]; microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]","GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; structural constituent of cytoskeleton [GO:0005200]","cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; mitotic spindle [GO:0072686]","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.","","Q922F4",14.05959796,15.11638458,15.47867484,13.98085361,0.859598334,-0.141772953,-0.141772953,0.859598334,0.992111037,"Tubb6"
"1244","Q922J3","Q922J3","reviewed","CLIP1_MOUSE","CAP-Gly domain-containing linker protein 1 (Cytoplasmic linker protein 170) (CLIP-170) (Restin)","Clip1 Kiaa4046 Rsn","Mus musculus (Mouse)",1391,"cytoplasmic microtubule organization [GO:0031122]; microtubule bundle formation [GO:0001578]; positive regulation of dendrite development [GO:1900006]; positive regulation of microtubule polymerization [GO:0031116]; protein transport into plasma membrane raft [GO:0044861]","cell cortex [GO:0005938]; centrosome [GO:0005813]; cytoplasmic microtubule [GO:0005881]; cytoplasmic vesicle membrane [GO:0030659]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; microtubule plus-end [GO:0035371]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]; ruffle [GO:0001726]; identical protein binding [GO:0042802]; microtubule binding [GO:0008017]; microtubule plus-end binding [GO:0051010]; tubulin binding [GO:0015631]; zinc ion binding [GO:0008270]; cytoplasmic microtubule organization [GO:0031122]; microtubule bundle formation [GO:0001578]; positive regulation of dendrite development [GO:1900006]; positive regulation of microtubule polymerization [GO:0031116]; protein transport into plasma membrane raft [GO:0044861]","identical protein binding [GO:0042802]; microtubule binding [GO:0008017]; microtubule plus-end binding [GO:0051010]; tubulin binding [GO:0015631]; zinc ion binding [GO:0008270]","cell cortex [GO:0005938]; centrosome [GO:0005813]; cytoplasmic microtubule [GO:0005881]; cytoplasmic vesicle membrane [GO:0030659]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; microtubule plus-end [GO:0035371]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]; ruffle [GO:0001726]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P30622}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:16954346}. Cytoplasmic vesicle membrane {ECO:0000250|UniProtKB:P30622}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Cell projection, ruffle {ECO:0000250|UniProtKB:P30622}. Note=Localizes to microtubule plus ends. Localizes preferentially to the ends of tyrosinated microtubules (PubMed:16954346). Accumulates in plasma membrane regions with ruffling and protrusions. Associates with the membranes of intermediate macropinocytic vesicles (By similarity). {ECO:0000250|UniProtKB:P30622, ECO:0000269|PubMed:16954346}.","","Q922J3",14.20947098,15.47482116,15.51150418,15.31103122,0.326580827,-0.569121625,-0.569121625,0.326580827,0.992111037,"Clip1"
"1245","Q922J3","Q922J3","reviewed","CLIP1_MOUSE","CAP-Gly domain-containing linker protein 1 (Cytoplasmic linker protein 170) (CLIP-170) (Restin)","Clip1 Kiaa4046 Rsn","Mus musculus (Mouse)",1391,"cytoplasmic microtubule organization [GO:0031122]; microtubule bundle formation [GO:0001578]; positive regulation of dendrite development [GO:1900006]; positive regulation of microtubule polymerization [GO:0031116]; protein transport into plasma membrane raft [GO:0044861]","cell cortex [GO:0005938]; centrosome [GO:0005813]; cytoplasmic microtubule [GO:0005881]; cytoplasmic vesicle membrane [GO:0030659]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; microtubule plus-end [GO:0035371]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]; ruffle [GO:0001726]; identical protein binding [GO:0042802]; microtubule binding [GO:0008017]; microtubule plus-end binding [GO:0051010]; tubulin binding [GO:0015631]; zinc ion binding [GO:0008270]; cytoplasmic microtubule organization [GO:0031122]; microtubule bundle formation [GO:0001578]; positive regulation of dendrite development [GO:1900006]; positive regulation of microtubule polymerization [GO:0031116]; protein transport into plasma membrane raft [GO:0044861]","identical protein binding [GO:0042802]; microtubule binding [GO:0008017]; microtubule plus-end binding [GO:0051010]; tubulin binding [GO:0015631]; zinc ion binding [GO:0008270]","cell cortex [GO:0005938]; centrosome [GO:0005813]; cytoplasmic microtubule [GO:0005881]; cytoplasmic vesicle membrane [GO:0030659]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; microtubule plus-end [GO:0035371]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]; ruffle [GO:0001726]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P30622}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:16954346}. Cytoplasmic vesicle membrane {ECO:0000250|UniProtKB:P30622}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Cell projection, ruffle {ECO:0000250|UniProtKB:P30622}. Note=Localizes to microtubule plus ends. Localizes preferentially to the ends of tyrosinated microtubules (PubMed:16954346). Accumulates in plasma membrane regions with ruffling and protrusions. Associates with the membranes of intermediate macropinocytic vesicles (By similarity). {ECO:0000250|UniProtKB:P30622, ECO:0000269|PubMed:16954346}.","","Q922J3;Q9Z0H8",14.034713,16.11881944,15.76541561,15.85669299,0.372767559,-0.73428808,-0.73428808,0.372767559,0.992111037,"Clip1"
"1246","Q922Q8","Q922Q8","reviewed","LRC59_MOUSE","Leucine-rich repeat-containing protein 59 [Cleaved into: Leucine-rich repeat-containing protein 59, N-terminally processed]","Lrrc59","Mus musculus (Mouse)",307,"","endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; mitochondrial nucleoid [GO:0042645]; nuclear envelope [GO:0005635]","","endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; mitochondrial nucleoid [GO:0042645]; nuclear envelope [GO:0005635]","SUBCELLULAR LOCATION: Microsome membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Nucleus envelope {ECO:0000250}. Note=Localization in the nuclear envelope depends upon the nuclear import machinery, including KPNB1. {ECO:0000250}.","TRANSMEM 245..265; /note=Helical; /evidence=ECO:0000255","Q922Q8",14.99975785,16.5496453,16.38214476,16.23966003,0.377194329,-0.536200822,-0.536200822,0.377194329,0.992111037,"Lrrc59"
